time,value
0.0,0.4386
0.1,0.9691
0.2,0.9911
0.3,0.626
0.4,0.1363
0.51,0.0
0.61,0.7016
0.71,0.8744
0.81,0.8909
0.91,0.5287
1.01,0.589
1.11,0.0
1.21,0.278
1.31,0.9257
1.41,0.9848
1.52,0.6143
1.62,0.3036
1.72,0.0507
1.82,0.2286
1.92,0.7321
2.02,1.1583
2.12,0.9011
2.22,0.318
2.32,0.2141
2.42,0.2777
2.53,0.7699
2.63,0.8957
2.73,0.8109
2.83,0.4544
2.93,0.1599
3.03,0.0976
3.13,0.5742
3.23,0.8024
3.33,0.7241
3.43,0.5594
3.54,0.1344
3.64,0.0
3.74,0.3297
3.84,0.8182
3.94,0.9437
4.04,0.5725
4.14,0.0627
4.24,0.0
4.34,0.1648
4.44,0.6732
4.55,1.0158
4.65,0.7167
4.75,0.3897
4.85,0.0
4.95,0.1872
5.05,0.6602
5.15,0.9716
5.25,0.8205
5.35,0.1779
5.45,0.0
5.56,0.1352
5.66,0.5634
5.76,1.112
5.86,0.8229
5.96,0.4636
6.06,0.0076
6.16,0.0069
6.26,0.4902
6.36,0.9402
6.46,0.9314
6.57,0.4951
6.67,0.0571
6.77,0.1027
6.87,0.2748
6.97,0.9798
7.07,0.9777
7.17,1.0737
7.27,0.1562
7.37,0.0309
7.47,0.4402
7.58,0.8254
7.68,1.0441
7.78,0.5961
7.88,0.2257
7.98,0.0
8.08,0.0983
8.18,0.772
8.28,1.061
8.38,0.8479
8.48,0.2564
8.59,0.0
8.69,0.1272
8.79,0.6541
8.89,1.0005
8.99,1.0125
9.09,0.4599
9.19,0.0144
9.29,0.018
9.39,0.444
9.49,0.7481
9.6,1.0611
9.7,0.4536
9.8,0.0361
9.9,0.0927
10.0,0.3698
