time,value
0.0,0.5462
0.1,0.7369
0.2,0.9663
0.3,0.9852
0.4,0.9197
0.51,0.5808
0.61,0.2953
0.71,0.0842
0.81,0.0
0.91,0.0853
1.01,0.2951
1.11,0.6648
1.21,0.8514
1.31,1.001
1.41,0.9656
1.52,0.7539
1.62,0.4397
1.72,0.2078
1.82,0.0572
1.92,0.0489
2.02,0.1252
2.12,0.419
2.22,0.6977
2.32,0.9207
2.42,0.9675
2.53,0.9189
2.63,0.6614
2.73,0.3981
2.83,0.1543
2.93,0.0
3.03,0.081
3.13,0.2355
3.23,0.5219
3.33,0.7987
3.43,1.0014
3.54,0.9515
3.64,0.8003
3.74,0.5269
3.84,0.2791
3.94,0.0606
4.04,0.0
4.14,0.1449
4.24,0.3155
4.34,0.6607
4.44,0.911
4.55,0.9664
4.65,0.9475
4.75,0.7184
4.85,0.464
4.95,0.2015
5.05,0.0208
5.15,0.0326
5.25,0.1798
5.35,0.4313
5.45,0.7456
5.56,0.9007
5.66,1.0791
5.76,0.8401
5.86,0.6488
5.96,0.3358
6.06,0.1437
6.16,0.0036
6.26,0.0302
6.36,0.2626
6.46,0.5507
6.57,0.872
6.67,0.953
6.77,0.9958
6.87,0.8557
6.97,0.5639
7.07,0.1994
7.17,0.0368
7.27,0.0264
7.37,0.1382
7.47,0.3535
7.58,0.6316
7.68,0.9239
7.78,1.022
7.88,0.9126
7.98,0.708
8.08,0.4378
8.18,0.1586
8.28,0.0071
8.38,0.0004
8.48,0.2039
8.59,0.4482
8.69,0.7598
8.79,0.9424
8.89,1.0074
8.99,0.8258
9.09,0.6315
9.19,0.3296
9.29,0.1012
9.39,0.0007
9.49,0.0574
9.6,0.3286
9.7,0.5645
9.8,0.8578
9.9,0.9263
10.0,0.9863
