time,value
0.0,0.5019
0.1,0.796
0.2,0.916
0.3,0.9517
0.4,0.8804
0.51,0.5406
0.61,0.3182
0.71,0.0144
0.81,0.0311
0.91,0.1705
1.01,0.3767
1.11,0.6924
1.21,0.9466
1.31,1.0203
1.41,0.8749
1.52,0.6688
1.62,0.3521
1.72,0.1343
1.82,0.0
1.92,0.0636
2.02,0.2885
2.12,0.6657
2.22,0.8552
2.32,0.9975
2.42,0.9226
2.53,0.7075
2.63,0.3934
2.73,0.1205
2.83,0.0266
2.93,0.0
3.03,0.2568
3.13,0.5549
3.23,0.8046
3.33,0.9969
3.43,0.9545
3.54,0.7546
3.64,0.4697
3.74,0.1559
3.84,0.0062
3.94,0.0113
4.04,0.2208
4.14,0.5063
4.24,0.7697
4.34,0.9957
4.44,0.9715
4.55,0.8296
4.65,0.5912
4.75,0.309
4.85,0.0455
4.95,0.0091
5.05,0.1667
5.15,0.3596
5.25,0.6723
5.35,0.9263
5.45,0.9715
5.56,0.8213
5.66,0.6009
5.76,0.2862
5.86,0.1276
5.96,0.0107
6.06,0.0873
6.16,0.3849
6.26,0.6262
6.36,0.8429
6.46,1.0273
6.57,0.9497
6.67,0.7585
6.77,0.4212
6.87,0.1703
6.97,0.0165
7.07,0.0034
7.17,0.2479
7.27,0.5922
7.37,0.7598
7.47,0.9628
7.58,0.9539
7.68,0.8107
7.78,0.488
7.88,0.1941
7.98,0.0274
8.08,0.0356
8.18,0.2052
8.28,0.4641
8.38,0.7451
8.48,0.9477
8.59,0.9495
8.69,0.9226
8.79,0.5815
8.89,0.3059
8.99,0.0823
9.09,0.0582
9.19,0.1493
9.29,0.3461
9.39,0.7457
9.49,0.947
9.6,0.9908
9.7,0.8916
9.8,0.6927
9.9,0.3425
10.0,0.0771
