time,value
0.0,0.5458
0.1,0.8569
0.2,0.8902
0.3,0.4324
0.4,0.1903
0.51,0.3457
0.61,0.4539
0.71,1.0946
0.81,0.9229
0.91,0.1786
1.01,0.0078
1.11,0.1996
1.21,0.7696
1.31,0.9375
1.41,0.9934
1.52,0.4305
1.62,0.0165
1.72,0.1039
1.82,0.7273
1.92,1.0238
2.02,0.8767
2.12,0.3375
2.22,0.0536
2.32,0.2685
2.42,0.7901
2.53,0.9919
2.63,0.6852
2.73,0.6474
2.83,0.0906
2.93,0.4408
3.03,0.6387
3.13,1.2
3.23,0.6605
3.33,0.1248
3.43,0.1491
3.54,0.3582
3.64,0.7245
3.74,0.9958
3.84,0.8157
3.94,0.0089
4.04,0.0476
4.14,0.2962
4.24,0.8249
4.34,0.952
4.44,0.5251
4.55,0.1199
4.65,0.0
4.75,0.3334
4.85,0.8368
4.95,1.0389
5.05,0.4985
5.15,0.1588
5.25,0.0
5.35,0.4528
5.45,1.0014
5.56,0.8343
5.66,0.3873
5.76,0.1059
5.86,0.227
5.96,0.6344
6.06,0.8842
6.16,0.9496
6.26,0.4933
6.36,0.1121
6.46,0.0332
6.57,0.64
6.67,1.1689
6.77,0.971
6.87,0.4294
6.97,0.0
7.07,0.1982
7.17,0.5636
7.27,0.9947
7.37,0.9004
7.47,0.3492
7.58,0.044
7.68,0.0815
7.78,0.7154
7.88,1.0547
7.98,0.9904
8.08,0.2415
8.18,0.0
8.28,0.1484
8.38,0.6944
8.48,1.1585
8.59,0.9618
8.69,0.2609
8.79,0.0
8.89,0.1268
8.99,0.8237
9.09,1.139
9.19,0.5703
9.29,0.1865
9.39,0.0
9.49,0.8946
9.6,0.9322
9.7,0.9788
9.8,0.6335
9.9,0.0525
10.0,0.0931
