time,value
0.0,0.3031
0.1,0.997
0.2,1.0053
0.3,0.493
0.4,0.2053
0.51,0.0
0.61,0.3487
0.71,0.7167
0.81,1.0934
0.91,0.8109
1.01,0.2703
1.11,0.0
1.21,0.0972
1.31,0.4899
1.41,1.2
1.52,0.7971
1.62,0.6032
1.72,0.2134
1.82,0.0618
1.92,0.2291
2.02,0.7742
2.12,0.9648
2.22,0.7762
2.32,0.3359
2.42,0.0
2.53,0.0493
2.63,0.6823
2.73,1.0047
2.83,0.9226
2.93,0.7145
3.03,0.007
3.13,0.1082
3.23,0.3704
3.33,0.8303
3.43,1.2
3.54,0.643
3.64,0.2156
3.74,0.0
3.84,0.1634
3.94,0.6697
4.04,0.8459
4.14,0.8698
4.24,0.3624
4.34,0.0589
4.44,0.0
4.55,0.3264
4.65,0.8364
4.75,1.0101
4.85,0.6983
4.95,0.1417
5.05,0.0294
5.15,0.312
5.25,0.8121
5.35,1.2
5.45,0.9945
5.56,0.3286
5.66,0.1096
5.76,0.0
5.86,0.4448
5.96,0.9201
6.06,0.9859
6.16,0.5794
6.26,0.0511
6.36,0.0
6.46,0.1989
6.57,0.7244
6.67,0.8649
6.77,0.7668
6.87,0.3938
6.97,0.0
7.07,0.1097
7.17,0.6333
7.27,0.8548
7.37,1.0877
7.47,0.616
7.58,0.0
7.68,0.0895
7.78,0.2849
7.88,0.7348
7.98,1.0577
8.08,0.8112
8.18,0.3337
8.28,0.0
8.38,0.0615
8.48,0.407
8.59,0.9572
8.69,0.9093
8.79,0.5741
8.89,0.3498
8.99,0.0
9.09,0.1912
9.19,0.8863
9.29,0.9985
9.39,0.8251
9.49,0.3099
9.6,0.1284
9.7,0.0713
9.8,0.5065
9.9,0.9634
10.0,1.0388
