time,value
0.0,0.577
0.1,0.8014
0.2,1.1147
0.3,0.6843
0.4,0.1159
0.51,0.0
0.61,0.3434
0.71,0.8043
0.81,1.2
0.91,0.7696
1.01,0.2222
1.11,0.0
1.21,0.1113
1.31,0.5918
1.41,0.9951
1.52,0.8729
1.62,0.4645
1.72,0.1584
1.82,0.0462
1.92,0.4226
2.02,0.6949
2.12,0.9409
2.22,0.7535
2.32,0.235
2.42,0.0
2.53,0.1169
2.63,0.6297
2.73,1.0423
2.83,0.9411
2.93,0.4877
3.03,0.0188
3.13,0.0964
3.23,0.5021
3.33,0.8655
3.43,1.0033
3.54,0.5041
3.64,0.1472
3.74,0.2804
3.84,0.1483
3.94,0.7443
4.04,1.0754
4.14,0.7421
4.24,0.4061
4.34,0.1215
4.44,0.7686
4.55,0.5404
4.65,0.7259
4.75,0.9911
4.85,0.6217
4.95,0.0381
5.05,0.0
5.15,0.2324
5.25,0.8269
5.35,0.9435
5.45,0.8574
5.56,0.324
5.66,0.0
5.76,0.2088
5.86,0.676
5.96,0.9291
6.06,0.7942
6.16,0.4863
6.26,0.0811
6.36,0.1392
6.46,0.3579
6.57,0.9707
6.67,1.0356
6.77,0.7094
6.87,0.2727
6.97,0.0
7.07,0.2771
7.17,0.6595
7.27,0.9684
7.37,0.8889
7.47,0.3145
7.58,0.0
7.68,0.042
7.78,0.4097
7.88,0.8915
7.98,1.0136
8.08,0.703
8.18,0.1846
8.28,0.0357
8.38,0.3629
8.48,0.7567
8.59,0.9658
8.69,0.749
8.79,0.5534
8.89,0.0918
8.99,0.0984
9.09,0.4639
9.19,0.9882
9.29,1.1508
9.39,0.4747
9.49,0.1363
9.6,0.1865
9.7,0.2491
9.8,0.957
9.9,1.0036
10.0,0.6999
