time,value
0.0,0.5237
0.1,0.7851
0.2,0.9894
0.3,0.6895
0.4,0.3251
0.51,0.0126
0.61,0.1604
0.71,0.6976
0.81,0.928
0.91,0.975
1.01,0.5143
1.11,0.2191
1.21,0.0465
1.31,0.3815
1.41,0.9406
1.52,0.9894
1.62,0.9055
1.72,0.4677
1.82,0.078
1.92,0.177
2.02,0.2833
2.12,0.9359
2.22,1.2
2.32,0.7112
2.42,0.3307
2.53,0.2099
2.63,0.0354
2.73,0.5854
2.83,1.0059
2.93,0.9655
3.03,0.43
3.13,0.1503
3.23,0.0
3.33,0.3023
3.43,0.6919
3.54,1.0561
3.64,0.9149
3.74,0.4864
3.84,0.0123
3.94,0.0445
4.04,0.3368
4.14,0.7481
4.24,1.0297
4.34,0.6146
4.44,0.2945
4.55,0.0
4.65,0.2151
4.75,0.4549
4.85,0.8505
4.95,0.9678
5.05,0.5516
5.15,0.1722
5.25,0.0
5.35,0.2876
5.45,0.5813
5.56,0.9228
5.66,0.7638
5.76,0.4025
5.86,0.0879
5.96,0.0458
6.06,0.2552
6.16,0.8347
6.26,0.9405
6.36,0.749
6.46,0.2691
6.57,0.0755
6.67,0.0788
6.77,1.1499
6.87,0.8594
6.97,0.922
7.07,0.6983
7.17,0.0111
7.27,0.0871
7.37,0.2214
7.47,0.6144
7.58,0.8969
7.68,1.071
7.78,0.6116
7.88,0.0531
7.98,0.1073
8.08,0.3992
8.18,0.7291
8.28,0.9929
8.38,0.9368
8.48,0.337
8.59,0.2075
8.69,0.0753
8.79,0.4929
8.89,1.0826
8.99,1.0447
9.09,0.6607
9.19,0.0
9.29,0.0
9.39,0.2373
9.49,0.6237
9.6,0.9783
9.7,1.033
9.8,0.4391
9.9,0.0829
10.0,0.0
