time,value
0.0,0.346
0.1,0.9182
0.2,0.8384
0.3,0.5632
0.4,0.2009
0.51,0.073
0.61,0.4551
0.71,0.8449
0.81,0.9592
0.91,0.5463
1.01,0.1261
1.11,0.0
1.21,0.6345
1.31,0.8394
1.41,1.0608
1.52,0.7534
1.62,0.234
1.72,0.0
1.82,0.6916
1.92,0.6759
2.02,1.0287
2.12,0.7457
2.22,0.3317
2.32,0.0
2.42,0.2159
2.53,0.8167
2.63,1.0983
2.73,0.6461
2.83,0.1965
2.93,0.0137
3.03,0.3481
3.13,0.7985
3.23,1.0959
3.33,0.8092
3.43,0.2361
3.54,0.0
3.64,0.2247
3.74,0.6333
3.84,1.0748
3.94,0.8371
4.04,0.3262
4.14,0.0
4.24,0.1551
4.34,0.5779
4.44,0.8765
4.55,0.9145
4.65,0.5136
4.75,0.0
4.85,0.0294
4.95,0.5363
5.05,1.0078
5.15,0.79
5.25,0.5729
5.35,0.2594
5.45,0.1153
5.56,0.3398
5.66,0.9722
5.76,0.9281
5.86,1.015
5.96,0.0
6.06,0.1502
6.16,0.3777
6.26,0.838
6.36,0.9072
6.46,0.8016
6.57,0.2812
6.67,0.0614
6.77,0.1622
6.87,0.7638
6.97,1.0004
7.07,0.606
7.17,0.088
7.27,0.0428
7.37,0.3675
7.47,0.6902
7.58,1.1219
7.68,0.6647
7.78,0.2082
7.88,0.073
7.98,0.1865
8.08,0.8497
8.18,1.0564
8.28,0.8787
8.38,0.3049
8.48,0.0174
8.59,0.1499
8.69,0.4409
8.79,1.1542
8.89,0.8243
8.99,0.4961
9.09,0.0867
9.19,0.1778
9.29,0.8712
9.39,1.1103
9.49,0.8766
9.6,0.3475
9.7,0.1832
9.8,0.1365
9.9,0.6368
10.0,1.2
