time,value
0.0,0.5482
0.1,1.0265
0.2,0.903
0.3,0.4005
0.4,0.2011
0.51,0.0516
0.61,0.6564
0.71,0.9381
0.81,0.8209
0.91,0.5077
1.01,0.0565
1.11,0.0223
1.21,0.6351
1.31,0.8988
1.41,0.8748
1.52,0.4758
1.62,0.0
1.72,0.253
1.82,0.6755
1.92,0.9791
2.02,0.7796
2.12,0.4738
2.22,0.0398
2.32,0.1551
2.42,0.5472
2.53,0.9796
2.63,0.9573
2.73,0.4474
2.83,0.0
2.93,0.2111
3.03,0.5224
3.13,0.9238
3.23,0.8191
3.33,0.248
3.43,0.0433
3.54,0.3381
3.64,0.5022
3.74,1.0704
3.84,1.2
3.94,0.2914
4.04,0.0
4.14,0.2901
4.24,0.7315
4.34,1.047
4.44,0.7025
4.55,0.2313
4.65,0.0
4.75,0.3402
4.85,0.704
4.95,0.9504
5.05,0.612
5.15,0.25
5.25,0.0975
5.35,0.3251
5.45,0.7768
5.56,1.0846
5.66,0.6489
5.76,0.2338
5.86,0.1825
5.96,0.2797
6.06,0.7289
6.16,0.9396
6.26,0.6103
6.36,0.0673
6.46,0.0
6.57,0.3162
6.67,0.8974
6.77,0.9185
6.87,0.6111
6.97,0.3355
7.07,0.1663
7.17,0.4026
7.27,0.77
7.37,0.7825
7.47,0.5267
7.58,0.0968
7.68,0.0129
7.78,0.8402
7.88,0.9101
7.98,1.0571
8.08,0.6819
8.18,0.0987
8.28,0.1455
8.38,0.4763
8.48,0.8837
8.59,0.8417
8.69,0.4486
8.79,0.0836
8.89,0.2284
8.99,0.5005
9.09,1.1344
9.19,0.8574
9.29,0.4637
9.39,0.1397
9.49,0.0
9.6,0.5244
9.7,1.2
9.8,0.891
9.9,0.5095
10.0,0.048
