time,value
0.0,0.5193
0.1,0.7462
0.2,0.9769
0.3,1.0024
0.4,0.8057
0.51,0.5968
0.61,0.2343
0.71,0.0638
0.81,0.0141
0.91,0.1298
1.01,0.3448
1.11,0.6429
1.21,0.8583
1.31,0.9928
1.41,0.972
1.52,0.6519
1.62,0.3913
1.72,0.1156
1.82,0.0
1.92,0.1139
2.02,0.181
2.12,0.534
2.22,0.7966
2.32,1.0026
2.42,1.0174
2.53,0.7704
2.63,0.5141
2.73,0.2546
2.83,0.0733
2.93,0.0126
3.03,0.1305
3.13,0.3744
3.23,0.6552
3.33,0.933
3.43,1.0031
3.54,0.8535
3.64,0.6179
3.74,0.3817
3.84,0.1571
3.94,0.0
4.04,0.0388
4.14,0.3024
4.24,0.6125
4.34,0.8285
4.44,0.9749
4.55,0.9543
4.65,0.7632
4.75,0.4897
4.85,0.244
4.95,0.0328
5.05,0.0236
5.15,0.1638
5.25,0.4862
5.35,0.702
5.45,0.9027
5.56,0.9964
5.66,0.8396
5.76,0.5773
5.86,0.3659
5.96,0.1237
6.06,0.0
6.16,0.0795
6.26,0.3293
6.36,0.5825
6.46,0.8592
6.57,1.037
6.67,0.9726
6.77,0.6769
6.87,0.4942
6.97,0.2019
7.07,0.0
7.17,0.0417
7.27,0.2586
7.37,0.4587
7.47,0.7263
7.58,0.9554
7.68,1.021
7.78,0.8384
7.88,0.5472
7.98,0.2751
8.08,0.081
8.18,0.0
8.28,0.0787
8.38,0.3549
8.48,0.6796
8.59,0.8789
8.69,0.9826
8.79,0.9427
8.89,0.7382
8.99,0.4252
9.09,0.205
9.19,0.0
9.29,0.0261
9.39,0.2305
9.49,0.5535
9.6,0.7652
9.7,0.8802
9.8,0.964
9.9,0.8105
10.0,0.5593
