time,value
0.0,0.5974
0.1,1.2
0.2,0.8146
0.3,0.4737
0.4,0.0445
0.51,0.0941
0.61,0.3977
0.71,1.0359
0.81,1.011
0.91,0.4987
1.01,0.0713
1.11,0.0257
1.21,0.3285
1.31,1.0026
1.41,1.0826
1.52,0.6732
1.62,0.2267
1.72,0.0311
1.82,0.3609
1.92,0.8336
2.02,1.0234
2.12,0.5846
2.22,0.5797
2.32,0.0
2.42,0.3026
2.53,0.6989
2.63,0.8979
2.73,0.6857
2.83,0.3882
2.93,0.0
3.03,0.3861
3.13,0.6743
3.23,1.0082
3.33,0.6017
3.43,0.0825
3.54,0.1769
3.64,0.2158
3.74,0.701
3.84,0.9642
3.94,0.6984
4.04,0.2935
4.14,0.0
4.24,0.0492
4.34,0.8729
4.44,1.0527
4.55,0.6388
4.65,0.2904
4.75,0.0
4.85,0.3271
4.95,0.5865
5.05,0.9455
5.15,1.0036
5.25,0.4803
5.35,0.0
5.45,0.2151
5.56,0.6241
5.66,1.2
5.76,0.8209
5.86,0.3772
5.96,0.0722
6.06,0.0357
6.16,0.6332
6.26,0.8209
6.36,0.9204
6.46,0.5717
6.57,0.0199
6.67,0.1727
6.77,0.3951
6.87,1.0195
6.97,0.914
7.07,0.605
7.17,0.1835
7.27,0.0959
7.37,0.2875
7.47,0.9379
7.58,0.9781
7.68,0.6585
7.78,0.1491
7.88,0.0753
7.98,0.4036
8.08,0.9254
8.18,1.1211
8.28,0.3362
8.38,0.0
8.48,0.1458
8.59,0.3782
8.69,0.8489
8.79,0.9692
8.89,0.6186
8.99,0.1973
9.09,0.0853
9.19,0.4556
9.29,0.7386
9.39,1.0011
9.49,0.6325
9.6,0.0349
9.7,0.1246
9.8,0.3361
9.9,0.7204
10.0,0.8506
