time,value
0.0,0.4928
0.1,0.8058
0.2,0.9299
0.3,0.9717
0.4,0.873
0.51,0.6791
0.61,0.3843
0.71,0.1146
0.81,0.0
0.91,0.0091
1.01,0.2751
1.11,0.498
1.21,0.8019
1.31,0.972
1.41,0.985
1.52,0.8425
1.62,0.5834
1.72,0.3253
1.82,0.058
1.92,0.0223
2.02,0.0099
2.12,0.3103
2.22,0.5607
2.32,0.8523
2.42,0.9972
2.53,0.9863
2.63,0.7812
2.73,0.5571
2.83,0.2663
2.93,0.0495
3.03,0.028
3.13,0.098
3.23,0.3515
3.33,0.5673
3.43,0.828
3.54,0.9939
3.64,0.9133
3.74,0.7608
3.84,0.499
3.94,0.2701
4.04,0.073
4.14,0.0
4.24,0.1545
4.34,0.4126
4.44,0.6172
4.55,0.8802
4.65,0.9839
4.75,0.9187
4.85,0.7433
4.95,0.4917
5.05,0.1941
5.15,0.0
5.25,0.0212
5.35,0.1885
5.45,0.4649
5.56,0.7086
5.66,0.9334
5.76,1.0099
5.86,0.9134
5.96,0.6894
6.06,0.4145
6.16,0.1452
6.26,0.0261
6.36,0.058
6.46,0.2184
6.57,0.4086
6.67,0.6903
6.77,0.9251
6.87,0.9976
6.97,0.8917
7.07,0.6543
7.17,0.3902
7.27,0.1094
7.37,0.0008
7.47,0.0589
7.58,0.2121
7.68,0.522
7.78,0.7588
7.88,0.9584
7.98,0.9615
8.08,0.8735
8.18,0.6526
8.28,0.3885
8.38,0.0811
8.48,0.0
8.59,0.0487
8.69,0.2735
8.79,0.5579
8.89,0.7922
8.99,1.0395
9.09,0.9485
9.19,0.8597
9.29,0.5569
9.39,0.2948
9.49,0.105
9.6,0.0261
9.7,0.0498
9.8,0.3121
9.9,0.58
10.0,0.8784
