time,value
0.0,0.512
0.1,0.7928
0.2,0.9822
0.3,0.9815
0.4,0.816
0.51,0.5548
0.61,0.2212
0.71,0.0482
0.81,0.0062
0.91,0.1244
1.01,0.3515
1.11,0.6948
1.21,0.9307
1.31,1.0189
1.41,0.9379
1.52,0.6402
1.62,0.3527
1.72,0.0814
1.82,0.0
1.92,0.0431
2.02,0.3465
2.12,0.6881
2.22,0.8739
2.32,1.0331
2.42,0.9676
2.53,0.7385
2.63,0.416
2.73,0.1916
2.83,0.0034
2.93,0.0344
3.03,0.2938
3.13,0.5158
3.23,0.8093
3.33,0.9486
3.43,0.9449
3.54,0.7748
3.64,0.5306
3.74,0.222
3.84,0.0061
3.94,0.0
4.04,0.1318
4.14,0.4445
4.24,0.7234
4.34,1.0077
4.44,0.9228
4.55,0.885
4.65,0.6468
4.75,0.2644
4.85,0.1679
4.95,0.0
5.05,0.1313
5.15,0.3682
5.25,0.6533
5.35,0.8982
5.45,0.959
5.56,0.8967
5.66,0.6915
5.76,0.3899
5.86,0.1162
5.96,0.0
6.06,0.0196
6.16,0.2004
6.26,0.5197
6.36,0.7851
6.46,0.9559
6.57,0.979
6.67,0.7526
6.77,0.509
6.87,0.2037
6.97,0.0326
7.07,0.0088
7.17,0.2256
7.27,0.4439
7.37,0.7887
7.47,0.96
7.58,0.9866
7.68,0.8451
7.78,0.6115
7.88,0.298
7.98,0.0533
8.08,0.017
8.18,0.1205
8.28,0.3675
8.38,0.7249
8.48,0.8774
8.59,0.9841
8.69,0.9589
8.79,0.7049
8.89,0.3597
8.99,0.1151
9.09,0.0
9.19,0.0346
9.29,0.3169
9.39,0.5768
9.49,0.845
9.6,0.9374
9.7,0.9425
9.8,0.7505
9.9,0.4649
10.0,0.193
