time,value
0.0,0.4969
0.1,0.7818
0.2,0.914
0.3,1.0271
0.4,0.8591
0.51,0.6299
0.61,0.3565
0.71,0.017
0.81,0.0
0.91,0.0722
1.01,0.3099
1.11,0.5654
1.21,0.7942
1.31,0.9616
1.41,0.9541
1.52,0.8324
1.62,0.5093
1.72,0.2388
1.82,0.0234
1.92,0.0091
2.02,0.088
2.12,0.3701
2.22,0.6286
2.32,0.9613
2.42,1.0363
2.53,0.9741
2.63,0.7317
2.73,0.4522
2.83,0.1868
2.93,0.0519
3.03,0.0
3.13,0.1701
3.23,0.4778
3.33,0.6952
3.43,0.9502
3.54,1.0283
3.64,0.8719
3.74,0.6993
3.84,0.3633
3.94,0.0913
4.04,0.0
4.14,0.0696
4.24,0.1653
4.34,0.5206
4.44,0.7855
4.55,0.9228
4.65,1.0066
4.75,0.8348
4.85,0.5597
4.95,0.3401
5.05,0.0272
5.15,0.0
5.25,0.0692
5.35,0.2835
5.45,0.5946
5.56,0.8272
5.66,0.9798
5.76,0.9153
5.86,0.7774
5.96,0.5034
6.06,0.2316
6.16,0.0155
6.26,0.0
6.36,0.1333
6.46,0.3767
6.57,0.6682
6.67,0.9266
6.77,0.98
6.87,0.8916
6.97,0.6742
7.07,0.3884
7.17,0.1279
7.27,0.019
7.37,0.0442
7.47,0.1996
7.58,0.4896
7.68,0.7332
7.78,0.9196
7.88,0.9466
7.98,0.8897
8.08,0.639
8.18,0.3024
8.28,0.121
8.38,0.0186
8.48,0.0636
8.59,0.2366
8.69,0.581
8.79,0.8187
8.89,0.9561
8.99,0.9768
9.09,0.8083
9.19,0.5209
9.29,0.3113
9.39,0.0757
9.49,0.0
9.6,0.1505
9.7,0.2776
9.8,0.6253
9.9,0.8899
10.0,1.0015
