time,value
0.0,0.5319
0.1,0.7569
0.2,1.0017
0.3,0.9522
0.4,0.7928
0.51,0.5154
0.61,0.21
0.71,0.0453
0.81,0.0658
0.91,0.188
1.01,0.4707
1.11,0.7392
1.21,0.9541
1.31,0.9916
1.41,0.7969
1.52,0.5222
1.62,0.2467
1.72,0.0527
1.82,0.0
1.92,0.2
2.02,0.4526
2.12,0.7466
2.22,0.9774
2.32,0.9827
2.42,0.7771
2.53,0.5596
2.63,0.2397
2.73,0.0363
2.83,0.0236
2.93,0.1885
3.03,0.3993
3.13,0.6928
3.23,1.012
3.33,0.9638
3.43,0.8339
3.54,0.6163
3.64,0.3049
3.74,0.0236
3.84,0.0725
3.94,0.1308
4.04,0.4414
4.14,0.6767
4.24,0.9045
4.34,0.997
4.44,0.858
4.55,0.6205
4.65,0.2393
4.75,0.0893
4.85,0.0115
4.95,0.1506
5.05,0.3875
5.15,0.6977
5.25,0.9426
5.35,0.9634
5.45,0.8465
5.56,0.6176
5.66,0.3092
5.76,0.0743
5.86,0.0
5.96,0.0945
6.06,0.3555
6.16,0.7054
6.26,0.9027
6.36,1.0222
6.46,0.8951
6.57,0.6538
6.67,0.2849
6.77,0.081
6.87,0.0
6.97,0.106
7.07,0.3469
7.17,0.6917
7.27,0.8424
7.37,0.9992
7.47,0.905
7.58,0.6324
7.68,0.3146
7.78,0.1511
7.88,0.0034
7.98,0.0666
8.08,0.3031
8.18,0.664
8.28,0.8563
8.38,1.0157
8.48,0.9128
8.59,0.6407
8.69,0.3915
8.79,0.1279
8.89,0.0483
8.99,0.1161
9.09,0.276
9.19,0.5819
9.29,0.8724
9.39,0.9642
9.49,0.9522
9.6,0.7149
9.7,0.411
9.8,0.1179
9.9,0.0
10.0,0.0395
