time,value
0.0,0.4443
0.1,0.784
0.2,1.0377
0.3,0.9652
0.4,0.8871
0.51,0.7073
0.61,0.4263
0.71,0.108
0.81,0.0394
0.91,0.0287
1.01,0.1688
1.11,0.4122
1.21,0.6852
1.31,0.8757
1.41,0.9856
1.52,0.9684
1.62,0.8211
1.72,0.5177
1.82,0.2923
1.92,0.0794
2.02,0.0542
2.12,0.0806
2.22,0.3403
2.32,0.5252
2.42,0.8093
2.53,0.9448
2.63,0.9564
2.73,0.8563
2.83,0.5838
2.93,0.3416
3.03,0.1393
3.13,0.0093
3.23,0.0
3.33,0.1847
3.43,0.4558
3.54,0.7486
3.64,0.9683
3.74,1.0116
3.84,0.9083
3.94,0.7277
4.04,0.4131
4.14,0.1387
4.24,0.0835
4.34,0.0264
4.44,0.1409
4.55,0.3872
4.65,0.6702
4.75,0.8603
4.85,1.0076
4.95,0.9024
5.05,0.8047
5.15,0.5625
5.25,0.309
5.35,0.0589
5.45,0.0347
5.56,0.1143
5.66,0.2932
5.76,0.6053
5.86,0.8038
5.96,1.0162
6.06,0.9832
6.16,0.8328
6.26,0.6361
6.36,0.3397
6.46,0.135
6.57,0.0
6.67,0.0418
6.77,0.2395
6.87,0.4565
6.97,0.7144
7.07,0.9655
7.17,0.9959
7.27,0.917
7.37,0.7105
7.47,0.4664
7.58,0.2163
7.68,0.0121
7.78,0.068
7.88,0.1258
7.98,0.309
8.08,0.6082
8.18,0.8763
8.28,0.9448
8.38,0.9208
8.48,0.7977
8.59,0.5304
8.69,0.2476
8.79,0.1293
8.89,0.0
8.99,0.0
9.09,0.2448
9.19,0.5657
9.29,0.7744
9.39,0.9425
9.49,0.9869
9.6,0.8495
9.7,0.6253
9.8,0.3506
9.9,0.1471
10.0,0.0087
