time,value
0.0,0.4076
0.1,1.0017
0.2,1.0103
0.3,0.6728
0.4,0.3167
0.51,0.0528
0.61,0.0261
0.71,0.5349
0.81,0.8775
0.91,1.0304
1.01,0.648
1.11,0.2537
1.21,0.0831
1.31,0.1304
1.41,0.4679
1.52,0.9632
1.62,0.9065
1.72,0.7259
1.82,0.401
1.92,0.0
2.02,0.195
2.12,0.5087
2.22,0.9757
2.32,0.8527
2.42,0.5946
2.53,0.2384
2.63,0.0
2.73,0.166
2.83,0.5126
2.93,0.8362
3.03,0.9788
3.13,0.7183
3.23,0.2925
3.33,0.1295
3.43,0.1841
3.54,0.6208
3.64,0.9843
3.74,0.8327
3.84,0.7577
3.94,0.2404
4.04,0.0
4.14,0.1569
4.24,0.4333
4.34,0.972
4.44,0.9497
4.55,0.6113
4.65,0.2851
4.75,0.1457
4.85,0.2236
4.95,0.5854
5.05,0.8218
5.15,1.1137
5.25,0.8055
5.35,0.2222
5.45,0.0
5.56,0.1503
5.66,0.3484
5.76,0.9432
5.86,1.2
5.96,0.7527
6.06,0.1083
6.16,0.0
6.26,0.1313
6.36,0.6642
6.46,0.906
6.57,0.9468
6.67,0.5936
6.77,0.2188
6.87,0.1611
6.97,0.0
7.07,0.5253
7.17,1.0293
7.27,0.8743
7.37,0.733
7.47,0.1876
7.58,0.1156
7.68,0.2336
7.78,0.465
7.88,0.8602
7.98,1.0439
8.08,0.5755
8.18,0.3024
8.28,0.0
8.38,0.0
8.48,0.5404
8.59,0.8877
8.69,1.0693
8.79,0.6519
8.89,0.1948
8.99,0.1079
9.09,0.2301
9.19,0.4651
9.29,1.1075
9.39,0.774
9.49,0.6791
9.6,0.266
9.7,0.0
9.8,0.1336
9.9,0.6328
10.0,0.9619
