time,value
0.0,0.5033
0.1,0.7887
0.2,0.9925
0.3,0.9586
0.4,0.8389
0.51,0.6438
0.61,0.2809
0.71,0.0327
0.81,0.0247
0.91,0.1092
1.01,0.3939
1.11,0.6448
1.21,0.9393
1.31,1.0014
1.41,0.9344
1.52,0.6863
1.62,0.3517
1.72,0.1324
1.82,0.0119
1.92,0.0602
2.02,0.2668
2.12,0.5835
2.22,0.7894
2.32,1.0086
2.42,0.9267
2.53,0.8546
2.63,0.5444
2.73,0.271
2.83,0.0266
2.93,0.0373
3.03,0.1796
3.13,0.3996
3.23,0.7331
3.33,0.929
3.43,1.0295
3.54,0.902
3.64,0.6073
3.74,0.3617
3.84,0.0829
3.94,0.0
4.04,0.1239
4.14,0.2621
4.24,0.576
4.34,0.8422
4.44,1.0098
4.55,0.9567
4.65,0.7946
4.75,0.5025
4.85,0.2114
4.95,0.0233
5.05,0.0641
5.15,0.2321
5.25,0.4441
5.35,0.7609
5.45,0.9642
5.56,1.0286
5.66,0.8669
5.76,0.6309
5.86,0.2929
5.96,0.1599
6.06,0.0322
6.16,0.1487
6.26,0.3503
6.36,0.6145
6.46,0.8533
6.57,1.0039
6.67,0.9003
6.77,0.7117
6.87,0.4245
6.97,0.1485
7.07,0.039
7.17,0.08
7.27,0.2456
7.37,0.5144
7.47,0.7839
7.58,0.9499
7.68,0.9963
7.78,0.8108
7.88,0.581
7.98,0.2438
8.08,0.1025
8.18,0.0
8.28,0.1403
8.38,0.3236
8.48,0.6496
8.59,0.9075
8.69,1.0076
8.79,0.9255
8.89,0.7498
8.99,0.3526
9.09,0.1326
9.19,0.0
9.29,0.0267
9.39,0.2433
9.49,0.5154
9.6,0.8727
9.7,0.9689
9.8,0.9287
9.9,0.7755
10.0,0.502
