time,value
0.0,0.5335
0.1,0.7713
0.2,0.9354
0.3,1.0184
0.4,0.9086
0.51,0.7472
0.61,0.4706
0.71,0.2699
0.81,0.0765
0.91,0.0124
1.01,0.0858
1.11,0.2785
1.21,0.5671
1.31,0.7653
1.41,0.9593
1.52,1.0227
1.62,0.9133
1.72,0.7591
1.82,0.4584
1.92,0.2285
2.02,0.0257
2.12,0.0288
2.22,0.1185
2.32,0.3133
2.42,0.5586
2.53,0.8212
2.63,0.8907
2.73,0.9802
2.83,0.9079
2.93,0.7181
3.03,0.4356
3.13,0.1547
3.23,0.0369
3.33,0.0039
3.43,0.1043
3.54,0.3498
3.64,0.6096
3.74,0.7737
3.84,0.9541
3.94,0.9869
4.04,0.8712
4.14,0.6802
4.24,0.4228
4.34,0.1804
4.44,0.007
4.55,0.0
4.65,0.1453
4.75,0.4112
4.85,0.5941
4.95,0.8936
5.05,0.9361
5.15,0.9791
5.25,0.852
5.35,0.6372
5.45,0.3411
5.56,0.1729
5.66,0.0
5.76,0.0355
5.86,0.2286
5.96,0.3706
6.06,0.7261
6.16,0.9106
6.26,0.9751
6.36,1.004
6.46,0.801
6.57,0.5728
6.67,0.3339
6.77,0.1145
6.87,0.0386
6.97,0.0
7.07,0.1753
7.17,0.3845
7.27,0.6872
7.37,0.8757
7.47,1.0471
7.58,0.8701
7.68,0.7471
7.78,0.5287
7.88,0.2458
7.98,0.0779
8.08,0.0387
8.18,0.0538
8.28,0.1705
8.38,0.46
8.48,0.6885
8.59,0.912
8.69,1.0146
8.79,0.9505
8.89,0.7509
8.99,0.5241
9.09,0.2817
9.19,0.1291
9.29,0.0244
9.39,0.0191
9.49,0.2089
9.6,0.4672
9.7,0.7761
9.8,0.9343
9.9,1.059
10.0,0.9439
