time,value
0.0,0.4531
0.1,0.8093
0.2,0.9094
0.3,0.9862
0.4,0.839
0.51,0.6171
0.61,0.3506
0.71,0.0762
0.81,0.0
0.91,0.1129
1.01,0.295
1.11,0.6296
1.21,0.8398
1.31,1.0038
1.41,0.9707
1.52,0.7607
1.62,0.5184
1.72,0.2599
1.82,0.0902
1.92,0.0
2.02,0.1434
2.12,0.3963
2.22,0.6443
2.32,0.8778
2.42,1.0044
2.53,0.965
2.63,0.7109
2.73,0.4664
2.83,0.1731
2.93,0.0389
3.03,0.0
3.13,0.1724
3.23,0.3655
3.33,0.7113
3.43,0.9138
3.54,1.0269
3.64,0.9693
3.74,0.6572
3.84,0.3894
3.94,0.135
4.04,0.0098
4.14,0.0347
4.24,0.252
4.34,0.4942
4.44,0.7781
4.55,0.9629
4.65,1.0334
4.75,0.8201
4.85,0.6438
4.95,0.3306
5.05,0.1138
5.15,0.0
5.25,0.0487
5.35,0.2803
5.45,0.5235
5.56,0.8566
5.66,1.0122
5.76,0.9136
5.86,0.7872
5.96,0.5446
6.06,0.2572
6.16,0.0797
6.26,0.0
6.36,0.1926
6.46,0.3593
6.57,0.6334
6.67,0.9023
6.77,0.9818
6.87,0.9703
6.97,0.7827
7.07,0.4365
7.17,0.2123
7.27,0.0101
7.37,0.0
7.47,0.1146
7.58,0.4227
7.68,0.7035
7.78,0.9648
7.88,1.0301
7.98,0.9084
8.08,0.7209
8.18,0.3722
8.28,0.1315
8.38,0.0
8.48,0.0298
8.59,0.1678
8.69,0.4375
8.79,0.7842
8.89,0.9443
8.99,1.022
9.09,0.836
9.19,0.6045
9.29,0.3817
9.39,0.0786
9.49,0.0582
9.6,0.0096
9.7,0.2639
9.8,0.5322
9.9,0.8025
10.0,0.9964
