time,value
0.0,0.479
0.1,0.7449
0.2,0.9763
0.3,1.0063
0.4,0.9038
0.51,0.6489
0.61,0.4309
0.71,0.2078
0.81,0.037
0.91,0.0396
1.01,0.1846
1.11,0.4507
1.21,0.6604
1.31,0.9264
1.41,0.9642
1.52,0.9827
1.62,0.7331
1.72,0.496
1.82,0.1872
1.92,0.0643
2.02,0.0325
2.12,0.0788
2.22,0.3385
2.32,0.6221
2.42,0.9114
2.53,1.0191
2.63,0.9621
2.73,0.8406
2.83,0.5911
2.93,0.3002
3.03,0.0545
3.13,0.0
3.23,0.0587
3.33,0.2972
3.43,0.4953
3.54,0.8197
3.64,0.92
3.74,1.0416
3.84,0.872
3.94,0.643
4.04,0.3175
4.14,0.1022
4.24,0.0
4.34,0.0063
4.44,0.2035
4.55,0.4323
4.65,0.7078
4.75,0.9383
4.85,1.0555
4.95,0.9201
5.05,0.7086
5.15,0.416
5.25,0.1526
5.35,0.017
5.45,0.0
5.56,0.1273
5.66,0.3653
5.76,0.6397
5.86,0.9249
5.96,1.0148
6.06,0.9845
6.16,0.7804
6.26,0.5207
6.36,0.2756
6.46,0.0927
6.57,0.0291
6.67,0.0859
6.77,0.3109
6.87,0.536
6.97,0.7946
7.07,0.9586
7.17,0.9396
7.27,0.8453
7.37,0.5956
7.47,0.3431
7.58,0.0792
7.68,0.0
7.78,0.0
7.88,0.2236
7.98,0.4996
8.08,0.7596
8.18,0.9353
8.28,1.0016
8.38,0.9597
8.48,0.7019
8.59,0.4691
8.69,0.1943
8.79,0.0274
8.89,0.0471
8.99,0.1662
9.09,0.4108
9.19,0.6636
9.29,0.9381
9.39,1.0145
9.49,0.9122
9.6,0.7919
9.7,0.5553
9.8,0.1972
9.9,0.112
10.0,0.0164
