time,value
0.0,0.477
0.1,0.7323
0.2,0.9332
0.3,0.9838
0.4,0.9597
0.51,0.6722
0.61,0.4278
0.71,0.1978
0.81,0.0
0.91,0.0
1.01,0.0936
1.11,0.3749
1.21,0.6972
1.31,0.9104
1.41,0.9851
1.52,0.9673
1.62,0.8316
1.72,0.5295
1.82,0.3061
1.92,0.0914
2.02,0.0276
2.12,0.0353
2.22,0.2708
2.32,0.5509
2.42,0.7743
2.53,0.9608
2.63,1.0157
2.73,0.8746
2.83,0.6748
2.93,0.369
3.03,0.1497
3.13,0.0481
3.23,0.0611
3.33,0.1591
3.43,0.4
3.54,0.6584
3.64,0.8625
3.74,0.9706
3.84,0.9188
3.94,0.781
4.04,0.5244
4.14,0.2524
4.24,0.0755
4.34,0.0389
4.44,0.05
4.55,0.2667
4.65,0.5643
4.75,0.7754
4.85,0.9851
4.95,0.9855
5.05,0.8984
5.15,0.6619
5.25,0.3866
5.35,0.1838
5.45,0.0635
5.56,0.0559
5.66,0.1432
5.76,0.4693
5.86,0.694
5.96,0.9255
6.06,0.983
6.16,0.9591
6.26,0.7968
6.36,0.506
6.46,0.2198
6.57,0.0505
6.67,0.0
6.77,0.1106
6.87,0.2892
6.97,0.5851
7.07,0.7705
7.17,0.9858
7.27,0.9813
7.37,0.8575
7.47,0.6246
7.58,0.2921
7.68,0.1599
7.78,0.0237
7.88,0.0
7.98,0.1898
8.08,0.4407
8.18,0.6874
8.28,0.9163
8.38,0.9702
8.48,0.9305
8.59,0.7275
8.69,0.5117
8.79,0.2082
8.89,0.0566
8.99,0.0073
9.09,0.1079
9.19,0.2914
9.29,0.5171
9.39,0.8208
9.49,0.9815
9.6,0.9819
9.7,0.8569
9.8,0.6388
9.9,0.3167
10.0,0.14
