time,value
0.0,0.5524
0.1,0.8151
0.2,0.9411
0.3,0.9718
0.4,0.8906
0.51,0.6484
0.61,0.3775
0.71,0.1153
0.81,0.0192
0.91,0.0384
1.01,0.2524
1.11,0.5002
1.21,0.7989
1.31,0.9597
1.41,1.017
1.52,0.9027
1.62,0.6488
1.72,0.3362
1.82,0.1348
1.92,0.0
2.02,0.0304
2.12,0.1797
2.22,0.4654
2.32,0.771
2.42,0.9333
2.53,1.0464
2.63,0.842
2.73,0.6278
2.83,0.3385
2.93,0.124
3.03,0.0
3.13,0.081
3.23,0.179
3.33,0.4862
3.43,0.7831
3.54,0.9703
3.64,0.9559
3.74,0.9404
3.84,0.6458
3.94,0.3622
4.04,0.1022
4.14,0.0
4.24,0.0305
4.34,0.2038
4.44,0.4826
4.55,0.7628
4.65,0.9171
4.75,0.9873
4.85,0.9186
4.95,0.7167
5.05,0.3613
5.15,0.0999
5.25,0.0
5.35,0.0394
5.45,0.2321
5.56,0.4773
5.66,0.7486
5.76,0.9438
5.86,1.0143
5.96,0.8221
6.06,0.6392
6.16,0.3496
6.26,0.1686
6.36,0.0
6.46,0.0721
6.57,0.173
6.67,0.5016
6.77,0.7849
6.87,0.9314
6.97,0.9916
7.07,0.8981
7.17,0.6936
7.27,0.4316
7.37,0.1259
7.47,0.0
7.58,0.0834
7.68,0.2094
7.78,0.4347
7.88,0.8061
7.98,1.0258
8.08,1.0059
8.18,0.9071
8.28,0.6388
8.38,0.3812
8.48,0.1868
8.59,0.0114
8.69,0.0624
8.79,0.2386
8.89,0.4467
8.99,0.7321
9.09,0.9084
9.19,0.9527
9.29,0.908
9.39,0.6912
9.49,0.3877
9.6,0.1311
9.7,0.0078
9.8,0.0678
9.9,0.2625
10.0,0.4987
