time,value
0.0,0.4316
0.1,1.0547
0.2,0.9113
0.3,0.8261
0.4,0.2892
0.51,0.0
0.61,0.0782
0.71,0.4362
0.81,0.6381
0.91,1.0927
1.01,0.7981
1.11,0.2913
1.21,0.0
1.31,0.0194
1.41,0.289
1.52,0.8757
1.62,0.9714
1.72,0.8796
1.82,0.4255
1.92,0.1854
2.02,0.0709
2.12,0.1656
2.22,0.6795
2.32,0.9898
2.42,1.072
2.53,0.5777
2.63,0.2496
2.73,0.0378
2.83,0.588
2.93,0.6567
3.03,0.9062
3.13,0.9613
3.23,0.6308
3.33,0.0955
3.43,0.1994
3.54,0.4786
3.64,0.5579
3.74,0.8941
3.84,1.0318
3.94,0.6882
4.04,0.2601
4.14,0.0
4.24,0.1879
4.34,0.4231
4.44,0.9289
4.55,0.9768
4.65,0.7181
4.75,0.2165
4.85,0.0653
4.95,0.2315
5.05,0.4506
5.15,0.9309
5.25,0.9549
5.35,0.6965
5.45,0.4613
5.56,0.1358
5.66,0.0
5.76,0.3587
5.86,0.7617
5.96,1.0016
6.06,0.967
6.16,0.4825
6.26,0.0566
6.36,0.0
6.46,0.2524
6.57,0.7166
6.67,0.9422
6.77,0.9846
6.87,0.5831
6.97,0.1499
7.07,0.0424
7.17,0.0
7.27,0.5721
7.37,1.2
7.47,0.8671
7.58,0.6301
7.68,0.0922
7.78,0.0807
7.88,0.112
7.98,0.4791
8.08,0.783
8.18,1.0501
8.28,0.7533
8.38,0.3016
8.48,0.0
8.59,0.0
8.69,0.5916
8.79,0.6441
8.89,0.8886
8.99,0.7125
9.09,0.3787
9.19,0.0939
9.29,0.0877
9.39,0.4857
9.49,0.7365
9.6,1.0366
9.7,0.9227
9.8,0.4977
9.9,0.0008
10.0,0.0467
