time,value
0.0,0.5048
0.1,0.8614
0.2,1.0001
0.3,1.014
0.4,0.7968
0.51,0.5158
0.61,0.2483
0.71,0.07
0.81,0.0
0.91,0.1853
1.01,0.431
1.11,0.7985
1.21,1.009
1.31,0.9947
1.41,0.7753
1.52,0.5854
1.62,0.2406
1.72,0.05
1.82,0.0401
1.92,0.1816
2.02,0.4404
2.12,0.7843
2.22,0.967
2.32,0.9869
2.42,0.851
2.53,0.5578
2.63,0.2933
2.73,0.0212
2.83,0.0116
2.93,0.1831
3.03,0.4142
3.13,0.7014
3.23,0.9189
3.33,1.0194
3.43,0.8281
3.54,0.538
3.64,0.2997
3.74,0.041
3.84,0.0
3.94,0.1324
4.04,0.4657
4.14,0.7398
4.24,0.9077
4.34,1.0032
4.44,0.8412
4.55,0.5957
4.65,0.2912
4.75,0.0526
4.85,0.0019
4.95,0.1334
5.05,0.3887
5.15,0.6889
5.25,0.9152
5.35,0.9944
5.45,0.8976
5.56,0.697
5.66,0.2551
5.76,0.0653
5.86,0.0004
5.96,0.1227
6.06,0.406
6.16,0.6963
6.26,0.8692
6.36,0.9837
6.46,0.9029
6.57,0.6574
6.67,0.3613
6.77,0.0554
6.87,0.0
6.97,0.0678
7.07,0.2848
7.17,0.6479
7.27,0.9236
7.37,1.0515
7.47,0.8599
7.58,0.6827
7.68,0.3316
7.78,0.0825
7.88,0.0408
7.98,0.1001
8.08,0.3652
8.18,0.6156
8.28,0.8317
8.38,0.9514
8.48,0.961
8.59,0.6764
8.69,0.4031
8.79,0.1219
8.89,0.0
8.99,0.0719
9.09,0.3056
9.19,0.5606
9.29,0.8891
9.39,1.0053
9.49,0.8824
9.6,0.6919
9.7,0.4021
9.8,0.0876
9.9,0.0
10.0,0.0315
