time,value
0.0,0.4698
0.1,0.9581
0.2,0.8689
0.3,0.5537
0.4,0.0969
0.51,0.0587
0.61,0.4092
0.71,0.829
0.81,1.0043
0.91,0.5358
1.01,0.1284
1.11,0.0
1.21,0.2212
1.31,0.8839
1.41,0.942
1.52,0.991
1.62,0.3144
1.72,0.0
1.82,0.0
1.92,0.4511
2.02,0.9145
2.12,0.854
2.22,1.0391
2.32,0.1277
2.42,0.1126
2.53,0.5426
2.63,1.0218
2.73,0.9357
2.83,0.6446
2.93,0.2322
3.03,0.0
3.13,0.2263
3.23,0.8211
3.33,0.9659
3.43,0.6377
3.54,0.4525
3.64,0.0
3.74,0.222
3.84,0.6708
3.94,0.8186
4.04,1.0055
4.14,0.5557
4.24,0.1371
4.34,0.0569
4.44,0.5921
4.55,0.9473
4.65,1.0378
4.75,0.5454
4.85,0.1994
4.95,0.0297
5.05,0.421
5.15,0.9586
5.25,0.973
5.35,0.7392
5.45,0.171
5.56,0.452
5.66,0.1379
5.76,0.8221
5.86,1.105
5.96,1.063
6.06,0.383
6.16,0.0167
6.26,0.0087
6.36,0.6715
6.46,0.9371
6.57,0.7693
6.67,0.5551
6.77,0.1193
6.87,0.1617
6.97,0.4395
7.07,0.8655
7.17,1.0252
7.27,0.7192
7.37,0.1249
7.47,0.0406
7.58,0.1767
7.68,0.8795
7.78,1.0144
7.88,0.8335
7.98,0.3505
8.08,0.0
8.18,0.2432
8.28,0.7764
8.38,0.9762
8.48,1.008
8.59,0.4157
8.69,0.0
8.79,0.2346
8.89,0.4754
8.99,1.1116
9.09,0.9264
9.19,0.5142
9.29,0.0936
9.39,0.0
9.49,0.4654
9.6,0.9425
9.7,1.0046
9.8,0.9793
9.9,0.3283
10.0,0.0
