time,value
0.0,0.5798
0.1,0.9542
0.2,0.9591
0.3,0.6909
0.4,0.1355
0.51,0.1415
0.61,0.115
0.71,0.382
0.81,0.8934
0.91,1.1218
1.01,0.723
1.11,0.1976
1.21,0.148
1.31,0.0874
1.41,0.5
1.52,1.0293
1.62,0.958
1.72,0.4754
1.82,0.6845
1.92,0.0
2.02,0.1835
2.12,0.5867
2.22,0.9361
2.32,0.9268
2.42,0.5979
2.53,0.3461
2.63,0.0
2.73,0.2622
2.83,0.5873
2.93,1.0042
3.03,0.9655
3.13,0.583
3.23,0.379
3.33,0.0
3.43,0.063
3.54,0.6227
3.64,1.0359
3.74,1.0187
3.84,0.5734
3.94,0.1064
4.04,0.0
4.14,0.2456
4.24,0.7285
4.34,0.991
4.44,0.7977
4.55,0.4145
4.65,0.1165
4.75,0.0926
4.85,0.3565
4.95,0.5882
5.05,0.9127
5.15,0.9352
5.25,0.5994
5.35,0.3123
5.45,0.0
5.56,0.1773
5.66,0.7278
5.76,0.9608
5.86,0.8016
5.96,0.6172
6.06,0.2295
6.16,0.0879
6.26,0.2637
6.36,0.7748
6.46,0.937
6.57,0.8367
6.67,0.5774
6.77,0.0
6.87,0.1269
6.97,0.1942
7.07,0.4732
7.17,0.981
7.27,0.9237
7.37,0.5515
7.47,0.0696
7.58,0.0
7.68,0.103
7.78,0.7896
7.88,0.9252
7.98,0.8129
8.08,0.4253
8.18,0.225
8.28,0.0
8.38,0.0496
8.48,1.1493
8.59,0.8882
8.69,0.9883
8.79,0.5417
8.89,0.1167
8.99,0.0
9.09,0.369
9.19,0.6541
9.29,0.9676
9.39,0.8261
9.49,0.5124
9.6,0.1952
9.7,0.0179
9.8,0.2841
9.9,0.6654
10.0,1.2
