time,value
0.0,0.5865
0.1,1.007
0.2,1.015
0.3,0.5286
0.4,0.1345
0.51,0.0648
0.61,0.612
0.71,1.0586
0.81,0.745
0.91,0.3806
1.01,0.0
1.11,0.3222
1.21,0.6527
1.31,1.0752
1.41,0.6238
1.52,0.237
1.62,0.0
1.72,0.2518
1.82,0.7697
1.92,1.0906
2.02,0.7207
2.12,0.0932
2.22,0.1343
2.32,0.5391
2.42,0.8735
2.53,1.0291
2.63,0.5433
2.73,0.0022
2.83,0.184
2.93,0.6758
3.03,0.9418
3.13,0.8487
3.23,0.4742
3.33,0.1224
3.43,0.2484
3.54,0.7717
3.64,0.9754
3.74,0.8225
3.84,0.2391
3.94,0.0
4.04,0.297
4.14,0.7677
4.24,0.7744
4.34,0.655
4.44,0.0
4.55,0.0
4.65,0.3254
4.75,0.8748
4.85,0.9538
4.95,0.66
5.05,0.0249
5.15,0.7281
5.25,0.6241
5.35,1.1598
5.45,0.9096
5.56,0.1973
5.66,0.0
5.76,0.197
5.86,0.7248
5.96,0.8891
6.06,0.5996
6.16,0.3003
6.26,0.0
6.36,0.1734
6.46,0.8868
6.57,0.9235
6.67,0.5782
6.77,0.1603
6.87,0.0732
6.97,0.7053
7.07,0.7989
7.17,0.893
7.27,0.4429
7.37,0.0943
7.47,0.0279
7.58,0.6099
7.68,0.8781
7.78,0.7714
7.88,0.2368
7.98,0.0
8.08,0.2686
8.18,0.735
8.28,1.1428
8.38,0.712
8.48,0.1632
8.59,0.0
8.69,0.3136
8.79,0.8161
8.89,1.1263
8.99,0.8165
9.09,0.1966
9.19,0.0848
9.29,0.6814
9.39,0.9459
9.49,0.9373
9.6,0.5056
9.7,0.0119
9.8,0.2147
9.9,0.5168
10.0,1.0491
