time,value
0.0,0.505
0.1,1.0202
0.2,0.8872
0.3,0.3713
0.4,0.0923
0.51,0.2982
0.61,0.7792
0.71,0.9665
0.81,0.5945
0.91,0.2796
1.01,0.0
1.11,0.4156
1.21,0.8916
1.31,0.9298
1.41,0.5
1.52,0.102
1.62,0.0201
1.72,0.3983
1.82,0.8969
1.92,0.8535
2.02,0.4319
2.12,0.0573
2.22,0.0652
2.32,0.709
2.42,0.9635
2.53,0.8276
2.63,0.1478
2.73,0.0682
2.83,0.3597
2.93,0.8771
3.03,0.8933
3.13,0.4936
3.23,0.0829
3.33,0.1736
3.43,0.5522
3.54,0.9982
3.64,0.9218
3.74,0.3461
3.84,0.0869
3.94,0.2461
4.04,0.8506
4.14,0.9322
4.24,0.7483
4.34,0.1233
4.44,0.221
4.55,0.3744
4.65,1.0219
4.75,0.9126
4.85,0.541
4.95,0.1067
5.05,0.0804
5.15,0.4782
5.25,0.844
5.35,1.0991
5.45,0.2826
5.56,0.0388
5.66,0.2114
5.76,1.0523
5.86,1.1418
5.96,0.6117
6.06,0.1289
6.16,0.0455
6.26,0.4938
6.36,0.9477
6.46,0.8529
6.57,0.3238
6.67,0.0
6.77,0.1741
6.87,0.6668
6.97,0.9482
7.07,0.8597
7.17,0.2011
7.27,0.1094
7.37,0.151
7.47,1.0262
7.58,0.8594
7.68,0.6262
7.78,0.1334
7.88,0.1507
7.98,0.561
8.08,0.9424
8.18,0.85
8.28,0.3982
8.38,0.3426
8.48,0.0368
8.59,0.8308
8.69,0.9564
8.79,0.5631
8.89,0.1254
8.99,0.0
9.09,0.3501
9.19,0.9427
9.29,0.988
9.39,0.5269
9.49,0.2109
9.6,0.088
9.7,0.6062
9.8,0.9466
9.9,1.0398
10.0,0.5246
