time,value
0.0,0.5014
0.1,0.7946
0.2,0.9071
0.3,0.9983
0.4,0.9857
0.51,0.7854
0.61,0.4993
0.71,0.3071
0.81,0.0972
0.91,0.0424
1.01,0.0343
1.11,0.1892
1.21,0.3919
1.31,0.6434
1.41,0.8861
1.52,0.9462
1.62,0.9693
1.72,0.8656
1.82,0.6561
1.92,0.3296
2.02,0.1624
2.12,0.0012
2.22,0.0763
2.32,0.1116
2.42,0.3358
2.53,0.5326
2.63,0.7953
2.73,0.8768
2.83,0.976
2.93,0.9126
3.03,0.7166
3.13,0.4714
3.23,0.1966
3.33,0.0112
3.43,0.0377
3.54,0.0538
3.64,0.2492
3.74,0.5231
3.84,0.749
3.94,0.9419
4.04,1.0329
4.14,0.9706
4.24,0.8464
4.34,0.5726
4.44,0.2946
4.55,0.0894
4.65,0.0194
4.75,0.0367
4.85,0.2092
4.95,0.4209
5.05,0.6273
5.15,0.8481
5.25,0.9999
5.35,0.9936
5.45,0.8216
5.56,0.6553
5.66,0.339
5.76,0.1347
5.86,0.0
5.96,0.0612
6.06,0.0699
6.16,0.3837
6.26,0.6122
6.36,0.8293
6.46,0.9126
6.57,0.9809
6.67,0.912
6.77,0.7046
6.87,0.4505
6.97,0.2652
7.07,0.0099
7.17,0.0743
7.27,0.0626
7.37,0.2508
7.47,0.493
7.58,0.6796
7.68,0.9075
7.78,1.0054
7.88,0.927
7.98,0.7933
8.08,0.5781
8.18,0.3517
8.28,0.112
8.38,0.0129
8.48,0.0095
8.59,0.1802
8.69,0.3737
8.79,0.6492
8.89,0.8711
8.99,1.0053
9.09,0.9475
9.19,0.8193
9.29,0.6732
9.39,0.32
9.49,0.1414
9.6,0.0424
9.7,0.0297
9.8,0.1657
9.9,0.3457
10.0,0.5454
