time,value
0.0,0.7217
0.1,0.8331
0.2,1.0652
0.3,0.5167
0.4,0.1355
0.51,0.0512
0.61,0.671
0.71,0.9182
0.81,0.9569
0.91,0.4496
1.01,0.0066
1.11,0.0926
1.21,0.6649
1.31,1.0404
1.41,0.916
1.52,0.3583
1.62,0.1036
1.72,0.1655
1.82,0.457
1.92,0.995
2.02,0.6506
2.12,0.257
2.22,0.0
2.32,0.2489
2.42,0.566
2.53,1.0507
2.63,0.7733
2.73,0.3218
2.83,0.0852
2.93,0.2145
3.03,0.765
3.13,1.1637
3.23,0.6147
3.33,0.288
3.43,0.0742
3.54,0.2232
3.64,0.8766
3.74,0.865
3.84,0.5514
3.94,0.0
4.04,0.0252
4.14,0.2892
4.24,0.7937
4.34,1.0205
4.44,0.733
4.55,0.1156
4.65,0.0
4.75,0.4127
4.85,0.9757
4.95,1.0008
5.05,0.5803
5.15,0.0998
5.25,0.0
5.35,0.5441
5.45,0.8841
5.56,0.9071
5.66,0.5036
5.76,0.0333
5.86,0.1175
5.96,0.5769
6.06,0.9659
6.16,0.8303
6.26,0.3437
6.36,0.0
6.46,0.214
6.57,0.6046
6.67,0.7693
6.77,0.7856
6.87,0.308
6.97,0.0101
7.07,0.1744
7.17,0.6792
7.27,0.9881
7.37,0.6401
7.47,0.3202
7.58,0.1321
7.68,0.1932
7.78,0.6812
7.88,1.0791
7.98,0.8059
8.08,0.3111
8.18,0.0
8.28,0.0857
8.38,0.7633
8.48,0.8886
8.59,0.7176
8.69,0.1607
8.79,0.0
8.89,0.3138
8.99,1.2
9.09,1.0543
9.19,0.7436
9.29,0.1845
9.39,0.1531
9.49,0.3935
9.6,1.0984
9.7,0.8337
9.8,0.6426
9.9,0.0
10.0,0.0
