time,value
0.0,0.6653
0.1,0.9042
0.2,0.8477
0.3,0.3959
0.4,0.0565
0.51,0.138
0.61,0.6176
0.71,0.8483
0.81,0.9026
0.91,0.4361
1.01,0.0374
1.11,0.1607
1.21,0.6281
1.31,1.0115
1.41,0.7402
1.52,0.3139
1.62,0.0
1.72,0.3083
1.82,0.8563
1.92,0.9498
2.02,0.6543
2.12,0.3453
2.22,0.0
2.32,0.8363
2.42,0.8457
2.53,0.7635
2.63,0.5543
2.73,0.11
2.83,0.0253
2.93,0.4475
3.03,0.8558
3.13,0.8171
3.23,0.3646
3.33,0.0805
3.43,0.0
3.54,0.5697
3.64,0.8829
3.74,0.909
3.84,0.4818
3.94,0.0
4.04,0.168
4.14,0.5339
4.24,1.142
4.34,0.753
4.44,0.3585
4.55,0.0
4.65,0.2154
4.75,0.7478
4.85,0.997
4.95,0.7943
5.05,0.1198
5.15,0.0003
5.25,0.2049
5.35,0.7796
5.45,0.9333
5.56,0.7136
5.66,0.1132
5.76,0.0
5.86,0.3371
5.96,0.8729
6.06,0.9701
6.16,0.4059
6.26,0.1087
6.36,0.1912
6.46,0.5844
6.57,0.8647
6.67,0.8568
6.77,0.9111
6.87,0.0193
6.97,0.2979
7.07,0.658
7.17,1.0552
7.27,0.7176
7.37,0.2107
7.47,0.0
7.58,0.2736
7.68,0.7674
7.78,1.0665
7.88,0.7229
7.98,0.2013
8.08,0.0
8.18,0.4304
8.28,0.8873
8.38,1.1117
8.48,0.7068
8.59,0.2006
8.69,0.0906
8.79,0.3097
8.89,0.9122
8.99,0.9331
9.09,0.5285
9.19,0.2589
9.29,0.0672
9.39,0.3575
9.49,0.9121
9.6,0.8992
9.7,0.543
9.8,0.0
9.9,0.3222
10.0,0.5502
