time,value
0.0,0.3256
0.1,0.756
0.2,0.9412
0.3,0.7553
0.4,0.4755
0.51,0.0473
0.61,0.0
0.71,0.2372
0.81,0.7398
0.91,0.8476
1.01,0.8978
1.11,0.3495
1.21,0.1089
1.31,0.097
1.41,0.2533
1.52,0.6184
1.62,1.0006
1.72,1.0168
1.82,0.6688
1.92,0.2076
2.02,0.0075
2.12,0.0921
2.22,0.3671
2.32,0.8879
2.42,0.9691
2.53,0.6305
2.63,0.3255
2.73,0.1685
2.83,0.0
2.93,0.4315
3.03,0.8397
3.13,0.8929
3.23,0.8747
3.33,0.6725
3.43,0.0
3.54,0.1121
3.64,0.0101
3.74,0.5642
3.84,0.9774
3.94,0.9805
4.04,0.7351
4.14,0.2402
4.24,0.1855
4.34,0.04
4.44,0.5019
4.55,0.7351
4.65,0.9474
4.75,0.7988
4.85,0.328
4.95,0.0901
5.05,0.0
5.15,0.3125
5.25,0.6496
5.35,0.8675
5.45,0.9056
5.56,0.6217
5.66,0.1182
5.76,0.1894
5.86,0.1345
5.96,0.6785
6.06,0.854
6.16,1.0053
6.26,0.7038
6.36,0.5971
6.46,0.091
6.57,0.1277
6.67,0.493
6.77,0.855
6.87,1.1336
6.97,0.8948
7.07,0.4327
7.17,0.1055
7.27,0.0
7.37,0.3073
7.47,0.7568
7.58,1.0517
7.68,0.9499
7.78,0.4343
7.88,0.3125
7.98,0.0434
8.08,0.1058
8.18,0.5553
8.28,0.9688
8.38,1.0507
8.48,0.8189
8.59,0.3233
8.69,0.0
8.79,0.1682
8.89,0.4365
8.99,0.7821
9.09,0.8893
9.19,0.844
9.29,0.439
9.39,0.078
9.49,0.0
9.6,0.201
9.7,0.7287
9.8,0.8628
9.9,0.919
10.0,0.6115
