time,value
0.0,0.535
0.1,0.9926
0.2,0.9713
0.3,0.4715
0.4,0.1221
0.51,0.0
0.61,0.3938
0.71,0.9108
0.81,1.0163
0.91,0.6195
1.01,0.2538
1.11,0.117
1.21,0.4638
1.31,0.8742
1.41,0.9237
1.52,0.5214
1.62,0.1819
1.72,0.0485
1.82,0.4932
1.92,0.8042
2.02,1.0517
2.12,0.51
2.22,0.1588
2.32,0.0239
2.42,0.482
2.53,0.9158
2.63,1.0172
2.73,0.567
2.83,0.0
2.93,0.0789
3.03,0.612
3.13,0.8277
3.23,0.898
3.33,0.4159
3.43,0.1854
3.54,0.0029
3.64,0.4759
3.74,0.9419
3.84,0.8859
3.94,0.556
4.04,0.1044
4.14,0.1653
4.24,0.4582
4.34,1.0219
4.44,0.8693
4.55,0.5388
4.65,0.1853
4.75,0.1349
4.85,0.5119
4.95,1.1199
5.05,1.01
5.15,0.4881
5.25,0.0
5.35,0.1592
5.45,0.5933
5.56,1.0299
5.66,0.928
5.76,0.4199
5.86,0.2785
5.96,0.0
6.06,0.585
6.16,0.9107
6.26,0.9988
6.36,0.5085
6.46,0.0349
6.57,0.0713
6.67,0.5268
6.77,0.859
6.87,0.8377
6.97,0.4163
7.07,0.2261
7.17,0.1335
7.27,1.1648
7.37,0.9773
7.47,0.8765
7.58,0.3479
7.68,0.0726
7.78,0.0507
7.88,0.6013
7.98,0.9311
8.08,0.8872
8.18,0.5124
8.28,0.7097
8.38,0.0638
8.48,0.5186
8.59,0.957
8.69,0.8444
8.79,0.4607
8.89,0.1487
8.99,0.0853
9.09,0.5683
9.19,0.9783
9.29,0.8565
9.39,0.5301
9.49,0.1144
9.6,0.0462
9.7,0.2511
9.8,0.9133
9.9,0.9769
10.0,0.3759
