time,value
0.0,0.6175
0.1,0.96
0.2,0.9202
0.3,0.6227
0.4,0.0792
0.51,0.0
0.61,0.222
0.71,0.7411
0.81,1.0934
0.91,0.9441
1.01,0.3187
1.11,0.0564
1.21,0.0
1.31,0.7008
1.41,0.994
1.52,0.8623
1.62,0.6961
1.72,0.269
1.82,0.0
1.92,0.257
2.02,0.7794
2.12,1.0777
2.22,0.8434
2.32,0.489
2.42,0.1823
2.53,0.0
2.63,0.4303
2.73,0.9188
2.83,1.0194
2.93,0.6899
3.03,0.2476
3.13,0.0371
3.23,0.1347
3.33,0.5396
3.43,1.018
3.54,0.8489
3.64,0.5306
3.74,0.1335
3.84,0.0211
3.94,0.5081
4.04,0.8621
4.14,0.8477
4.24,0.5502
4.34,0.1905
4.44,0.0
4.55,0.1455
4.65,0.5942
4.75,1.0666
4.85,1.0565
4.95,0.3727
5.05,0.0649
5.15,0.1505
5.25,0.3593
5.35,0.6381
5.45,1.084
5.56,0.7135
5.66,0.3621
5.76,0.0
5.86,0.1324
5.96,0.6359
6.06,0.9776
6.16,1.0052
6.26,0.5909
6.36,0.1119
6.46,0.1212
6.57,0.345
6.67,0.8865
6.77,0.9257
6.87,0.8793
6.97,0.3839
7.07,0.1945
7.17,0.0156
7.27,0.5855
7.37,1.0757
7.47,0.8367
7.58,0.5763
7.68,0.221
7.78,0.0
7.88,0.3436
7.98,0.8362
8.08,1.0609
8.18,0.9007
8.28,0.2479
8.38,0.0949
8.48,0.0
8.59,0.4918
8.69,1.0375
8.79,1.2
8.89,0.6882
8.99,0.3631
9.09,0.0
9.19,0.1327
9.29,0.705
9.39,0.8942
9.49,0.8161
9.6,0.4221
9.7,0.0
9.8,0.1091
9.9,0.3586
10.0,0.8326
