time,value
0.0,0.5003
0.1,0.8837
0.2,0.9098
0.3,0.5915
0.4,0.0302
0.51,0.1619
0.61,0.2153
0.71,0.7194
0.81,1.111
0.91,0.5606
1.01,0.3392
1.11,0.1511
1.21,0.2663
1.31,0.6938
1.41,0.8116
1.52,0.8034
1.62,0.1909
1.72,0.1516
1.82,0.1957
1.92,0.709
2.02,1.0836
2.12,0.927
2.22,0.3076
2.32,0.0
2.42,0.082
2.53,0.4964
2.63,0.7834
2.73,0.961
2.83,0.5248
2.93,0.1627
3.03,0.0952
3.13,0.2377
3.23,0.7781
3.33,1.0426
3.43,0.6784
3.54,0.2196
3.64,0.0575
3.74,0.3197
3.84,0.6933
3.94,1.0532
4.04,0.8129
4.14,0.3356
4.24,0.0
4.34,0.0327
4.44,0.6863
4.55,0.8345
4.65,1.0492
4.75,0.428
4.85,0.0333
4.95,0.1474
5.05,0.5326
5.15,0.8822
5.25,0.9323
5.35,0.3938
5.45,0.2525
5.56,0.0374
5.66,0.52
5.76,0.7808
5.86,0.9793
5.96,0.5741
6.06,0.248
6.16,0.0
6.26,0.305
6.36,0.6945
6.46,1.088
6.57,0.9618
6.67,0.3052
6.77,0.0
6.87,0.1239
6.97,0.6049
7.07,1.1657
7.17,0.9984
7.27,0.3955
7.37,0.0724
7.47,0.0272
7.58,0.4352
7.68,0.8041
7.78,0.9458
7.88,0.5958
7.98,0.1884
8.08,0.0431
8.18,0.4838
8.28,0.6978
8.38,0.9695
8.48,0.6378
8.59,0.3729
8.69,0.0
8.79,0.1066
8.89,0.6971
8.99,1.2
9.09,0.8399
9.19,0.4742
9.29,0.3029
9.39,0.1668
9.49,0.532
9.6,0.9907
9.7,0.8359
9.8,0.4758
9.9,0.2008
10.0,0.0419
