time,value
0.0,0.5253
0.1,1.0824
0.2,1.0362
0.3,0.4792
0.4,0.2746
0.51,0.0365
0.61,0.4886
0.71,0.8582
0.81,0.9466
0.91,0.6349
1.01,0.0386
1.11,0.2607
1.21,0.3234
1.31,0.6596
1.41,1.0823
1.52,0.8889
1.62,0.3482
1.72,0.0
1.82,0.1544
1.92,0.5563
2.02,0.994
2.12,0.8807
2.22,0.3836
2.32,0.081
2.42,0.1423
2.53,0.3452
2.63,0.8794
2.73,0.9014
2.83,0.6451
2.93,0.2118
3.03,0.0
3.13,0.2225
3.23,0.8073
3.33,1.07
3.43,0.7892
3.54,0.409
3.64,0.0
3.74,0.0308
3.84,0.6764
3.94,1.0442
4.04,0.8161
4.14,0.376
4.24,0.1629
4.34,0.0935
4.44,0.6601
4.55,0.9009
4.65,0.9883
4.75,0.6835
4.85,0.0
4.95,0.1443
5.05,0.3773
5.15,0.7165
5.25,0.9826
5.35,0.6137
5.45,0.2996
5.56,0.079
5.66,0.1241
5.76,0.7012
5.86,1.0024
5.96,0.7446
6.06,0.1221
6.16,0.4318
6.26,0.2663
6.36,0.6021
6.46,0.9167
6.57,0.9711
6.67,0.5894
6.77,0.1035
6.87,0.2979
6.97,0.5495
7.07,0.8776
7.17,1.0043
7.27,0.4897
7.37,0.0
7.47,0.061
7.58,0.4902
7.68,0.7266
7.78,0.9353
7.88,0.831
7.98,0.2809
8.08,0.0
8.18,0.2007
8.28,0.7758
8.38,1.0471
8.48,0.8157
8.59,0.2809
8.69,0.0717
8.79,0.0747
8.89,0.4022
8.99,0.8563
9.09,0.8674
9.19,0.5895
9.29,0.1137
9.39,0.0807
9.49,0.3515
9.6,0.671
9.7,0.9198
9.8,0.6792
9.9,0.4148
10.0,0.0
