time,value
0.0,0.5182
0.1,1.2
0.2,0.9184
0.3,0.7682
0.4,0.0813
0.51,0.0556
0.61,0.2418
0.71,0.6085
0.81,1.0398
0.91,0.8509
1.01,0.6493
1.11,0.2524
1.21,0.2117
1.31,0.1201
1.41,0.7028
1.52,0.8411
1.62,0.9502
1.72,0.4277
1.82,0.0842
1.92,0.0
2.02,0.2633
2.12,0.9694
2.22,0.9359
2.32,0.7801
2.42,0.3992
2.53,0.0
2.63,0.1093
2.73,0.4265
2.83,0.8593
2.93,0.8725
3.03,0.7712
3.13,0.3036
3.23,0.1306
3.33,0.1529
3.43,0.5536
3.54,0.9656
3.64,0.9547
3.74,0.7581
3.84,0.3097
3.94,0.0289
4.04,0.0822
4.14,0.5961
4.24,1.0676
4.34,0.9936
4.44,0.7872
4.55,0.3428
4.65,0.0
4.75,0.2992
4.85,0.5634
4.95,0.9054
5.05,0.9614
5.15,0.4873
5.25,0.0889
5.35,0.1237
5.45,0.3795
5.56,0.8397
5.66,1.0438
5.76,0.8409
5.86,0.1666
5.96,0.0
6.06,0.0652
6.16,0.5733
6.26,0.997
6.36,0.9393
6.46,0.7635
6.57,0.1339
6.67,0.0
6.77,0.2953
6.87,0.5912
6.97,0.9562
7.07,1.01
7.17,0.6343
7.27,0.2865
7.37,0.0
7.47,0.1327
7.58,0.6082
7.68,1.0192
7.78,0.7423
7.88,0.4963
7.98,0.0
8.08,0.0
8.18,0.1901
8.28,0.791
8.38,0.9232
8.48,0.9873
8.59,0.3466
8.69,0.0756
8.79,0.2357
8.89,0.2152
8.99,0.6857
9.09,0.9707
9.19,0.7141
9.29,0.4618
9.39,0.0451
9.49,0.0192
9.6,0.4743
9.7,0.7974
9.8,0.9457
9.9,0.6991
10.0,0.277
