time,value
0.0,0.4906
0.1,0.8168
0.2,1.0058
0.3,0.9452
0.4,0.8272
0.51,0.5263
0.61,0.2613
0.71,0.0298
0.81,0.0
0.91,0.1639
1.01,0.3164
1.11,0.6849
1.21,0.9117
1.31,1.0567
1.41,0.9327
1.52,0.6994
1.62,0.3155
1.72,0.2044
1.82,0.0
1.92,0.0717
2.02,0.2672
2.12,0.5364
2.22,0.8171
2.32,0.9456
2.42,0.9793
2.53,0.8172
2.63,0.5138
2.73,0.3132
2.83,0.0775
2.93,0.077
3.03,0.1629
3.13,0.4443
3.23,0.6913
3.33,0.9485
3.43,1.0011
3.54,0.9109
3.64,0.6948
3.74,0.3412
3.84,0.0723
3.94,0.0
4.04,0.0925
4.14,0.3206
4.24,0.5866
4.34,0.9034
4.44,1.0402
4.55,0.9637
4.65,0.7672
4.75,0.4475
4.85,0.1792
4.95,0.0351
5.05,0.0427
5.15,0.1916
5.25,0.4454
5.35,0.7154
5.45,0.9792
5.56,1.009
5.66,0.8448
5.76,0.5699
5.86,0.309
5.96,0.0343
6.06,0.0
6.16,0.1505
6.26,0.3043
6.36,0.6407
6.46,0.8768
6.57,1.0027
6.67,0.9259
6.77,0.7308
6.87,0.4582
6.97,0.1446
7.07,0.0192
7.17,0.002
7.27,0.2002
7.37,0.4918
7.47,0.84
7.58,0.9634
7.68,1.0049
7.78,0.8051
7.88,0.5803
7.98,0.2204
8.08,0.053
8.18,0.0
8.28,0.2071
8.38,0.4466
8.48,0.7041
8.59,0.9147
8.69,1.0025
8.79,0.8964
8.89,0.705
8.99,0.3622
9.09,0.1336
9.19,0.0
9.29,0.0803
9.39,0.3278
9.49,0.5777
9.6,0.8473
9.7,0.9884
9.8,0.9657
9.9,0.7574
10.0,0.51
