time,value
0.0,0.421
0.1,0.9499
0.2,0.779
0.3,0.4029
0.4,0.1329
0.51,0.3198
0.61,0.8287
0.71,1.0942
0.81,0.6165
0.91,0.2176
1.01,0.0683
1.11,0.3526
1.21,0.9098
1.31,0.9554
1.41,0.4514
1.52,0.062
1.62,0.0727
1.72,0.6553
1.82,1.1108
1.92,0.9616
2.02,0.2213
2.12,0.0
2.22,0.2496
2.32,0.9064
2.42,1.0954
2.53,0.5416
2.63,0.082
2.73,0.0177
2.83,0.4453
2.93,1.2
3.03,0.8228
3.13,0.2755
3.23,0.0486
3.33,0.2817
3.43,0.8745
3.54,0.8548
3.64,0.6775
3.74,0.0887
3.84,0.5581
3.94,0.5583
4.04,0.9151
4.14,0.7723
4.24,0.3685
4.34,0.0
4.44,0.3893
4.55,0.6177
4.65,0.9717
4.75,0.6615
4.85,0.0818
4.95,0.0013
5.05,0.4422
5.15,0.7071
5.25,0.9316
5.35,0.6156
5.45,0.0
5.56,0.0257
5.66,0.704
5.76,1.1624
5.86,0.7681
5.96,0.1513
6.06,0.0
6.16,0.1973
6.26,0.9927
6.36,1.0663
6.46,0.6231
6.57,0.0338
6.67,0.0
6.77,0.6592
6.87,0.8745
6.97,0.7915
7.07,0.2184
7.17,0.0523
7.27,0.1575
7.37,0.8115
7.47,0.8537
7.58,0.6003
7.68,0.1747
7.78,0.0441
7.88,0.6864
7.98,0.9417
8.08,0.8844
8.18,0.41
8.28,0.0
8.38,0.2598
8.48,0.6715
8.59,1.0545
8.69,0.7151
8.79,0.0945
8.89,0.1081
8.99,0.4308
9.09,0.8981
9.19,0.9127
9.29,0.4533
9.39,0.0357
9.49,0.0599
9.6,0.7591
9.7,0.971
9.8,0.8116
9.9,0.2394
10.0,0.0125
