time,value
0.0,0.5098
0.1,0.705
0.2,0.978
0.3,0.9582
0.4,0.9031
0.51,0.6972
0.61,0.4152
0.71,0.142
0.81,0.0
0.91,0.0
1.01,0.1109
1.11,0.3432
1.21,0.6355
1.31,0.8329
1.41,0.9096
1.52,0.9697
1.62,0.795
1.72,0.5337
1.82,0.2818
1.92,0.0816
2.02,0.0463
2.12,0.0836
2.22,0.267
2.32,0.5446
2.42,0.7355
2.53,0.9626
2.63,0.9983
2.73,0.9142
2.83,0.7018
2.93,0.4427
3.03,0.2169
3.13,0.0122
3.23,0.0097
3.33,0.1303
3.43,0.3584
3.54,0.6046
3.64,0.885
3.74,1.0179
3.84,1.0068
3.94,0.7741
4.04,0.5613
4.14,0.2513
4.24,0.0572
4.34,0.0
4.44,0.049
4.55,0.278
4.65,0.5156
4.75,0.7892
4.85,0.9279
4.95,0.9871
5.05,0.9601
5.15,0.672
5.25,0.4327
5.35,0.0992
5.45,0.0
5.56,0.0
5.66,0.158
5.76,0.3899
5.86,0.6776
5.96,0.921
6.06,0.9875
6.16,1.0008
6.26,0.8051
6.36,0.5447
6.46,0.2906
6.57,0.0061
6.67,0.0371
6.77,0.0098
6.87,0.2566
6.97,0.5067
7.07,0.8141
7.17,0.9603
7.27,1.0864
7.37,0.8759
7.47,0.7109
7.58,0.4073
7.68,0.176
7.78,0.0211
7.88,0.0467
7.98,0.136
8.08,0.3972
8.18,0.5905
8.28,0.8934
8.38,0.9629
8.48,0.9367
8.59,0.7835
8.69,0.4959
8.79,0.2329
8.89,0.1086
8.99,0.0
9.09,0.095
9.19,0.2572
9.29,0.5648
9.39,0.8073
9.49,0.9372
9.6,0.9548
9.7,0.9011
9.8,0.6655
9.9,0.3907
10.0,0.1588
