time,value
0.0,0.529
0.1,0.7731
0.2,1.0336
0.3,0.9966
0.4,0.9076
0.51,0.66
0.61,0.423
0.71,0.1941
0.81,0.0
0.91,0.0229
1.01,0.15
1.11,0.4071
1.21,0.6339
1.31,0.8886
1.41,0.9994
1.52,0.9523
1.62,0.7939
1.72,0.5021
1.82,0.2568
1.92,0.0883
2.02,0.0
2.12,0.1336
2.22,0.2885
2.32,0.5688
2.42,0.852
2.53,0.9475
2.63,1.0063
2.73,0.8748
2.83,0.5621
2.93,0.3167
3.03,0.1147
3.13,0.0
3.23,0.0551
3.33,0.1913
3.43,0.4865
3.54,0.768
3.64,0.904
3.74,0.9939
3.84,0.9376
3.94,0.7129
4.04,0.3626
4.14,0.2336
4.24,0.0786
4.34,0.0055
4.44,0.0911
4.55,0.3851
4.65,0.6764
4.75,0.9155
4.85,0.9788
4.95,0.9383
5.05,0.7694
5.15,0.4924
5.25,0.2688
5.35,0.0726
5.45,0.0
5.56,0.0812
5.66,0.3249
5.76,0.5686
5.86,0.8832
5.96,0.9761
6.06,1.0123
6.16,0.869
6.26,0.6219
6.36,0.2905
6.46,0.1842
6.57,0.0
6.67,0.1083
6.77,0.2219
6.87,0.5201
6.97,0.7301
7.07,0.9695
7.17,0.9941
7.27,0.8688
7.37,0.6785
7.47,0.4698
7.58,0.1726
7.68,0.0
7.78,0.033
7.88,0.1719
7.98,0.3744
8.08,0.7154
8.18,0.8741
8.28,0.9746
8.38,0.9989
8.48,0.7871
8.59,0.4724
8.69,0.326
8.79,0.0478
8.89,0.0573
8.99,0.078
9.09,0.2821
9.19,0.5591
9.29,0.8196
9.39,0.9843
9.49,0.9886
9.6,0.8588
9.7,0.5703
9.8,0.4254
9.9,0.1475
10.0,0.0
