time,value
0.0,0.4594
0.1,0.7525
0.2,0.9662
0.3,0.9995
0.4,0.9065
0.51,0.6754
0.61,0.3311
0.71,0.1104
0.81,0.0
0.91,0.0367
1.01,0.171
1.11,0.4905
1.21,0.7361
1.31,0.9471
1.41,1.0131
1.52,0.8841
1.62,0.6801
1.72,0.3614
1.82,0.1232
1.92,0.0255
2.02,0.0378
2.12,0.2617
2.22,0.443
2.32,0.733
2.42,0.9008
2.53,0.9693
2.63,0.866
2.73,0.7127
2.83,0.4495
2.93,0.1411
3.03,0.0254
3.13,0.0414
3.23,0.2378
3.33,0.412
3.43,0.6919
3.54,0.8938
3.64,1.0214
3.74,0.9576
3.84,0.7919
3.94,0.4498
4.04,0.1806
4.14,0.0136
4.24,0.033
4.34,0.1381
4.44,0.3984
4.55,0.666
4.65,0.9081
4.75,0.982
4.85,0.9836
4.95,0.7926
5.05,0.53
5.15,0.2465
5.25,0.0201
5.35,0.0026
5.45,0.116
5.56,0.3822
5.66,0.6071
5.76,0.816
5.86,0.9601
5.96,0.9793
6.06,0.822
6.16,0.5509
6.26,0.2176
6.36,0.0462
6.46,0.0126
6.57,0.0982
6.67,0.3159
6.77,0.6114
6.87,0.7752
6.97,0.9815
7.07,1.017
7.17,0.8255
7.27,0.5471
7.37,0.2989
7.47,0.0526
7.58,0.0
7.68,0.1052
7.78,0.2586
7.88,0.557
7.98,0.7926
8.08,0.9707
8.18,0.963
8.28,0.821
8.38,0.5564
8.48,0.2717
8.59,0.0817
8.69,0.0
8.79,0.0883
8.89,0.2256
8.99,0.5052
9.09,0.7752
9.19,0.9956
9.29,0.9762
9.39,0.8556
9.49,0.6181
9.6,0.3466
9.7,0.092
9.8,0.0
9.9,0.0471
10.0,0.2632
