time,value
0.0,0.5067
0.1,0.7509
0.2,0.9702
0.3,1.0239
0.4,0.9662
0.51,0.7655
0.61,0.4941
0.71,0.2536
0.81,0.0183
0.91,0.0
1.01,0.0989
1.11,0.31
1.21,0.5393
1.31,0.7459
1.41,0.9079
1.52,1.0181
1.62,0.9111
1.72,0.6977
1.82,0.4987
1.92,0.2471
2.02,0.0278
2.12,0.0565
2.22,0.1299
2.32,0.3562
2.42,0.6313
2.53,0.746
2.63,0.9938
2.73,1.0197
2.83,0.8877
2.93,0.6332
3.03,0.4034
3.13,0.1552
3.23,0.0
3.33,0.0053
3.43,0.1394
3.54,0.3441
3.64,0.5623
3.74,0.8741
3.84,0.9507
3.94,0.9809
4.04,0.8782
4.14,0.6726
4.24,0.3008
4.34,0.1279
4.44,0.0
4.55,0.0271
4.65,0.2138
4.75,0.3953
4.85,0.5677
4.95,0.8225
5.05,0.996
5.15,0.9965
5.25,0.8361
5.35,0.6567
5.45,0.3855
5.56,0.131
5.66,0.0217
5.76,0.0622
5.86,0.192
5.96,0.3513
6.06,0.6404
6.16,0.9595
6.26,0.9993
6.36,0.9725
6.46,0.8628
6.57,0.5599
6.67,0.3487
6.77,0.1035
6.87,0.0123
6.97,0.0333
7.07,0.2244
7.17,0.4273
7.27,0.7218
7.37,0.857
7.47,0.9897
7.58,0.9043
7.68,0.7903
7.78,0.5534
7.88,0.2958
7.98,0.1212
8.08,0.0432
8.18,0.0363
8.28,0.1687
8.38,0.3986
8.48,0.6845
8.59,0.9325
8.69,1.0248
8.79,0.9249
8.89,0.7716
8.99,0.5141
9.09,0.2628
9.19,0.06
9.29,0.0977
9.39,0.0767
9.49,0.241
9.6,0.4806
9.7,0.7514
9.8,0.91
9.9,1.0009
10.0,0.9251
