time,value
0.0,0.5085
0.1,0.7513
0.2,0.9171
0.3,0.9856
0.4,0.8731
0.51,0.7164
0.61,0.3917
0.71,0.1551
0.81,0.0124
0.91,0.0
1.01,0.1014
1.11,0.3961
1.21,0.6575
1.31,0.8507
1.41,0.9755
1.52,1.013
1.62,0.8423
1.72,0.5458
1.82,0.1959
1.92,0.0547
2.02,0.0
2.12,0.0445
2.22,0.2769
2.32,0.5847
2.42,0.7647
2.53,0.9596
2.63,1.0793
2.73,0.9048
2.83,0.7225
2.93,0.4112
3.03,0.1429
3.13,0.0
3.23,0.0287
3.33,0.1491
3.43,0.4651
3.54,0.7213
3.64,0.8902
3.74,1.0054
3.84,0.9865
3.94,0.8288
4.04,0.5448
4.14,0.2933
4.24,0.0388
4.34,0.0044
4.44,0.0623
4.55,0.3231
4.65,0.5463
4.75,0.7562
4.85,0.9456
4.95,0.9528
5.05,0.8612
5.15,0.6109
5.25,0.3917
5.35,0.0674
5.45,0.0224
5.56,0.015
5.66,0.1887
5.76,0.4159
5.86,0.6922
5.96,0.8785
6.06,1.0138
6.16,0.9827
6.26,0.7943
6.36,0.4784
6.46,0.2356
6.57,0.0424
6.67,0.0186
6.77,0.1381
6.87,0.3206
6.97,0.6174
7.07,0.8514
7.17,0.981
7.27,0.9899
7.37,0.8973
7.47,0.6208
7.58,0.3202
7.68,0.1436
7.78,0.0
7.88,0.0245
7.98,0.1903
8.08,0.4326
8.18,0.6654
8.28,0.9426
8.38,0.9533
8.48,0.8823
8.59,0.7455
8.69,0.4566
8.79,0.2442
8.89,0.053
8.99,0.0
9.09,0.1249
9.19,0.3033
9.29,0.626
9.39,0.8701
9.49,0.9591
9.6,0.9851
9.7,0.8232
9.8,0.6087
9.9,0.3249
10.0,0.107
