time,value
0.0,0.6464
0.1,0.8715
0.2,0.9357
0.3,1.2
0.4,0.2659
0.51,0.1435
0.61,0.0078
0.71,0.3539
0.81,0.6163
0.91,0.8838
1.01,0.8977
1.11,0.54
1.21,0.1124
1.31,0.0
1.41,0.0
1.52,0.2618
1.62,0.81
1.72,1.0857
1.82,0.9647
1.92,0.4074
2.02,0.0684
2.12,0.0521
2.22,0.2631
2.32,0.8739
2.42,0.9999
2.53,0.9956
2.63,0.7653
2.73,0.2427
2.83,0.0
2.93,0.0429
3.03,0.4818
3.13,0.7515
3.23,1.0525
3.33,0.8834
3.43,0.6885
3.54,0.1128
3.64,0.0701
3.74,0.3077
3.84,0.7739
3.94,0.9886
4.04,0.8705
4.14,1.2
4.24,0.3741
4.34,0.0786
4.44,0.0
4.55,0.4925
4.65,0.7006
4.75,0.9719
4.85,0.8529
4.95,0.4112
5.05,0.0704
5.15,0.0
5.25,0.1773
5.35,0.6842
5.45,0.9831
5.56,0.8544
5.66,0.6779
5.76,0.4428
5.86,0.0458
5.96,0.4185
6.06,0.3204
6.16,0.6725
6.26,0.8741
6.36,0.865
6.46,0.5035
6.57,0.1223
6.67,0.0
6.77,0.0578
6.87,0.546
6.97,1.0112
7.07,0.9118
7.17,0.6729
7.27,0.2646
7.37,0.0046
7.47,0.0
7.58,0.3396
7.68,0.7975
7.78,0.9574
7.88,0.9819
7.98,0.4891
8.08,0.2354
8.18,0.0
8.28,0.1966
8.38,0.4701
8.48,0.9093
8.59,0.9528
8.69,0.8623
8.79,0.3737
8.89,0.0486
8.99,0.0471
9.09,0.4148
9.19,0.7931
9.29,0.9242
9.39,1.063
9.49,0.4949
9.6,0.1261
9.7,0.0
9.8,0.3152
9.9,0.4579
10.0,0.8694
