time,value
0.0,0.4847
0.1,0.7507
0.2,0.9866
0.3,0.9715
0.4,0.8265
0.51,0.6903
0.61,0.3062
0.71,0.1215
0.81,0.0
0.91,0.1272
1.01,0.2812
1.11,0.5706
1.21,0.872
1.31,0.999
1.41,0.951
1.52,0.7425
1.62,0.5423
1.72,0.2787
1.82,0.0578
1.92,0.0
2.02,0.0641
2.12,0.3812
2.22,0.6427
2.32,0.8851
2.42,1.0101
2.53,0.9679
2.63,0.7338
2.73,0.4653
2.83,0.1701
2.93,0.0161
3.03,0.0005
3.13,0.1507
3.23,0.4233
3.33,0.719
3.43,0.967
3.54,0.9971
3.64,0.9051
3.74,0.6629
3.84,0.3615
3.94,0.1609
4.04,0.0
4.14,0.026
4.24,0.1937
4.34,0.5183
4.44,0.765
4.55,1.0018
4.65,0.9902
4.75,0.8179
4.85,0.5691
4.95,0.2513
5.05,0.0625
5.15,0.0
5.25,0.084
5.35,0.3897
5.45,0.5349
5.56,0.8542
5.66,0.9927
5.76,0.9746
5.86,0.771
5.96,0.4697
6.06,0.2652
6.16,0.0359
6.26,0.0057
6.36,0.1027
6.46,0.4278
6.57,0.7039
6.67,0.8956
6.77,0.9914
6.87,0.9178
6.97,0.739
7.07,0.4054
7.17,0.1615
7.27,0.031
7.37,0.0127
7.47,0.2281
7.58,0.4291
7.68,0.7602
7.78,0.8761
7.88,1.006
7.98,0.8513
8.08,0.6472
8.18,0.3384
8.28,0.0804
8.38,0.0
8.48,0.0021
8.59,0.2775
8.69,0.5799
8.79,0.8281
8.89,0.9929
8.99,1.0262
9.09,0.8191
9.19,0.5335
9.29,0.2788
9.39,0.1029
9.49,0.0753
9.6,0.1207
9.7,0.3659
9.8,0.6496
9.9,0.8885
10.0,1.0001
