time,value
0.0,0.4431
0.1,1.0407
0.2,0.7756
0.3,0.5633
0.4,0.0
0.51,0.0234
0.61,0.6347
0.71,0.8485
0.81,0.9337
0.91,0.5334
1.01,0.0
1.11,0.2368
1.21,0.4577
1.31,1.1036
1.41,1.0274
1.52,0.6193
1.62,0.0494
1.72,0.0111
1.82,0.477
1.92,0.824
2.02,1.1273
2.12,0.5383
2.22,0.1522
2.32,0.1258
2.42,0.4427
2.53,1.0616
2.63,0.8699
2.73,0.4814
2.83,0.4269
2.93,0.0
3.03,0.4447
3.13,0.8164
3.23,0.9266
3.33,0.5034
3.43,0.1342
3.54,0.1016
3.64,0.5994
3.74,0.844
3.84,0.9848
3.94,0.6978
4.04,0.1184
4.14,0.0533
4.24,0.616
4.34,0.8898
4.44,0.9385
4.55,0.3757
4.65,0.2163
4.75,0.3532
4.85,0.4468
4.95,0.97
5.05,0.8795
5.15,0.5109
5.25,0.0
5.35,0.0778
5.45,0.3068
5.56,1.0989
5.66,0.9684
5.76,0.4352
5.86,0.0
5.96,0.0064
6.06,0.4821
6.16,0.9324
6.26,0.9749
6.36,0.3967
6.46,0.1366
6.57,0.1553
6.67,0.4855
6.77,1.014
6.87,0.8648
6.97,0.4655
7.07,0.1222
7.17,0.1973
7.27,0.5046
7.37,0.8152
7.47,0.9342
7.58,0.459
7.68,0.0842
7.78,0.0
7.88,0.62
7.98,0.9852
8.08,0.8959
8.18,0.4487
8.28,0.1063
8.38,0.0741
8.48,0.948
8.59,1.0055
8.69,0.9258
8.79,0.2708
8.89,0.0
8.99,0.1418
9.09,0.5168
9.19,1.1214
9.29,1.0652
9.39,0.4742
9.49,0.0594
9.6,0.1881
9.7,0.6009
9.8,0.9818
9.9,0.9043
10.0,0.4513
