time,value
0.0,0.491
0.1,0.7797
0.2,0.8939
0.3,0.9701
0.4,0.9469
0.51,0.6698
0.61,0.5244
0.71,0.2357
0.81,0.0538
0.91,0.0
1.01,0.1285
1.11,0.3
1.21,0.5384
1.31,0.7825
1.41,0.9155
1.52,1.0166
1.62,0.9068
1.72,0.7299
1.82,0.472
1.92,0.1717
2.02,0.0625
2.12,0.0341
2.22,0.071
2.32,0.24
2.42,0.4939
2.53,0.7549
2.63,0.9707
2.73,0.9588
2.83,0.9558
2.93,0.7738
3.03,0.5215
3.13,0.2613
3.23,0.0462
3.33,0.0
3.43,0.0966
3.54,0.2803
3.64,0.4964
3.74,0.7092
3.84,0.8915
3.94,1.028
4.04,0.872
4.14,0.7247
4.24,0.4783
4.34,0.2566
4.44,0.0663
4.55,0.0483
4.65,0.067
4.75,0.3132
4.85,0.5467
4.95,0.8235
5.05,0.9651
5.15,0.9747
5.25,0.9099
5.35,0.6938
5.45,0.445
5.56,0.1865
5.66,0.0
5.76,0.0
5.86,0.1495
5.96,0.2975
6.06,0.5666
6.16,0.8176
6.26,0.938
6.36,1.0184
6.46,0.9005
6.57,0.6908
6.67,0.477
6.77,0.2183
6.87,0.0168
6.97,0.0145
7.07,0.1024
7.17,0.3538
7.27,0.5359
7.37,0.7735
7.47,0.9363
7.58,0.983
7.68,0.9644
7.78,0.7032
7.88,0.4626
7.98,0.1893
8.08,0.0
8.18,0.0
8.28,0.1031
8.38,0.2965
8.48,0.5354
8.59,0.8044
8.69,0.9783
8.79,0.9789
8.89,0.8683
8.99,0.6513
9.09,0.4391
9.19,0.2243
9.29,0.0142
9.39,0.0156
9.49,0.0605
9.6,0.3381
9.7,0.6074
9.8,0.7758
9.9,0.9793
10.0,1.0378
