time,value
0.0,0.5098
0.1,0.7471
0.2,0.9934
0.3,1.0058
0.4,0.8656
0.51,0.6138
0.61,0.3389
0.71,0.0866
0.81,0.0291
0.91,0.0693
1.01,0.3375
1.11,0.5571
1.21,0.8344
1.31,0.9508
1.41,1.0
1.52,0.8003
1.62,0.5314
1.72,0.2329
1.82,0.0296
1.92,0.0361
2.02,0.1374
2.12,0.4075
2.22,0.6465
2.32,0.9022
2.42,1.0395
2.53,0.9284
2.63,0.7646
2.73,0.3717
2.83,0.1776
2.93,0.014
3.03,0.0523
3.13,0.1623
3.23,0.4634
3.33,0.7677
3.43,0.9544
3.54,0.981
3.64,0.8542
3.74,0.6776
3.84,0.3326
3.94,0.0748
4.04,0.0
4.14,0.0571
4.24,0.2412
4.34,0.562
4.44,0.8639
4.55,1.0219
4.65,0.9899
4.75,0.8303
4.85,0.5267
4.95,0.2837
5.05,0.0439
5.15,0.0183
5.25,0.1491
5.35,0.3787
5.45,0.6799
5.56,0.9093
5.66,0.989
5.76,0.9996
5.86,0.7519
5.96,0.4683
6.06,0.1903
6.16,0.0106
6.26,0.034
6.36,0.1741
6.46,0.472
6.57,0.7312
6.67,0.9694
6.77,1.0495
6.87,0.8865
6.97,0.6628
7.07,0.2992
7.17,0.1021
7.27,0.0
7.37,0.0472
7.47,0.2911
7.58,0.5356
7.68,0.8123
7.78,0.9155
7.88,0.9523
7.98,0.8461
8.08,0.5499
8.18,0.2968
8.28,0.0581
8.38,0.0276
8.48,0.1452
8.59,0.3425
8.69,0.6313
8.79,0.8968
8.89,1.014
8.99,0.9648
9.09,0.7817
9.19,0.4774
9.29,0.1706
9.39,0.0348
9.49,0.0
9.6,0.1425
9.7,0.3823
9.8,0.7225
9.9,0.9498
10.0,1.0405
