time,value
0.0,0.4195
0.1,0.6917
0.2,0.9334
0.3,0.9674
0.4,0.8832
0.51,0.6059
0.61,0.2853
0.71,0.1453
0.81,0.0
0.91,0.0259
1.01,0.2269
1.11,0.5125
1.21,0.8272
1.31,0.9459
1.41,0.9927
1.52,0.9081
1.62,0.6301
1.72,0.3265
1.82,0.1146
1.92,0.0174
2.02,0.0633
2.12,0.2547
2.22,0.4462
2.32,0.7568
2.42,1.0225
2.53,0.9486
2.63,0.8631
2.73,0.6197
2.83,0.3792
2.93,0.0666
3.03,0.0048
3.13,0.0712
3.23,0.2217
3.33,0.5039
3.43,0.8385
3.54,0.9563
3.64,1.0465
3.74,0.8841
3.84,0.6443
3.94,0.3327
4.04,0.1414
4.14,0.0206
4.24,0.0798
4.34,0.2685
4.44,0.5263
4.55,0.8024
4.65,1.0017
4.75,1.0292
4.85,0.8797
4.95,0.6567
5.05,0.336
5.15,0.0676
5.25,0.0
5.35,0.0453
5.45,0.292
5.56,0.5226
5.66,0.7988
5.76,0.9483
5.86,1.0189
5.96,0.8405
6.06,0.5586
6.16,0.3175
6.26,0.1437
6.36,0.0303
6.46,0.0539
6.57,0.2652
6.67,0.6099
6.77,0.778
6.87,0.9749
6.97,1.032
7.07,0.8607
7.17,0.5595
7.27,0.3063
7.37,0.1253
7.47,0.0
7.58,0.1274
7.68,0.2398
7.78,0.5403
7.88,0.7948
7.98,0.9236
8.08,1.0079
8.18,0.8139
8.28,0.6038
8.38,0.3512
8.48,0.1057
8.59,0.0159
8.69,0.0788
8.79,0.2435
8.89,0.5312
8.99,0.8235
9.09,0.9743
9.19,1.05
9.29,0.8261
9.39,0.604
9.49,0.3435
9.6,0.0365
9.7,0.0
9.8,0.0394
9.9,0.2634
10.0,0.5725
