time,value
0.0,0.5317
0.1,0.7857
0.2,0.9986
0.3,1.0035
0.4,0.8501
0.51,0.5223
0.61,0.2032
0.71,0.0582
0.81,0.0324
0.91,0.1721
1.01,0.3572
1.11,0.7058
1.21,0.9241
1.31,1.0077
1.41,0.8969
1.52,0.6383
1.62,0.296
1.72,0.064
1.82,0.0
1.92,0.0925
2.02,0.3085
2.12,0.6953
2.22,0.8765
2.32,0.9517
2.42,0.9316
2.53,0.6662
2.63,0.4152
2.73,0.1257
2.83,0.0268
2.93,0.065
3.03,0.3267
3.13,0.5743
3.23,0.868
3.33,0.9932
3.43,0.9514
3.54,0.7687
3.64,0.4745
3.74,0.1489
3.84,0.0085
3.94,0.038
4.04,0.2453
4.14,0.5161
4.24,0.8276
4.34,0.9517
4.44,1.0414
4.55,0.7887
4.65,0.5919
4.75,0.2213
4.85,0.0259
4.95,0.0
5.05,0.2015
5.15,0.4832
5.25,0.7131
5.35,0.944
5.45,1.0178
5.56,0.8336
5.66,0.6008
5.76,0.2856
5.86,0.0656
5.96,0.0
6.06,0.0844
6.16,0.3504
6.26,0.6595
6.36,0.8701
6.46,1.084
6.57,0.9225
6.67,0.6831
6.77,0.3748
6.87,0.1043
6.97,0.0057
7.07,0.1328
7.17,0.2811
7.27,0.58
7.37,0.8566
7.47,0.976
7.58,0.9946
7.68,0.7563
7.78,0.4306
7.88,0.172
7.98,0.0
8.08,0.0352
8.18,0.1975
8.28,0.5133
8.38,0.7806
8.48,1.0078
8.59,0.951
8.69,0.7905
8.79,0.558
8.89,0.2188
8.99,0.0367
9.09,0.0
9.19,0.1959
9.29,0.4585
9.39,0.7156
9.49,0.9562
9.6,1.0416
9.7,0.8439
9.8,0.6021
9.9,0.2811
10.0,0.1181
