time,value
0.0,0.3341
0.1,0.9601
0.2,0.9999
0.3,0.63
0.4,0.0682
0.51,0.0251
0.61,0.4912
0.71,0.9128
0.81,0.997
0.91,0.5536
1.01,0.1337
1.11,0.0
1.21,0.3063
1.31,0.7115
1.41,0.9161
1.52,0.7356
1.62,0.3435
1.72,0.0
1.82,0.1082
1.92,0.6599
2.02,1.0037
2.12,0.8413
2.22,0.45
2.32,0.0099
2.42,0.038
2.53,0.3853
2.63,1.0513
2.73,1.1306
2.83,0.7301
2.93,0.0
3.03,0.0548
3.13,0.2344
3.23,0.983
3.33,1.0891
3.43,0.5948
3.54,0.2772
3.64,0.0474
3.74,0.2233
3.84,0.8531
3.94,1.1191
4.04,0.7071
4.14,0.3673
4.24,0.067
4.34,0.0547
4.44,0.6656
4.55,0.9905
4.65,0.9949
4.75,0.5153
4.85,0.2925
4.95,0.0826
5.05,0.4364
5.15,0.8601
5.25,0.9057
5.35,0.578
5.45,0.0699
5.56,0.0311
5.66,0.3768
5.76,0.7942
5.86,1.2
5.96,0.594
6.06,0.1924
6.16,0.0543
6.26,0.2338
6.36,0.7687
6.46,0.7621
6.57,0.7015
6.67,0.1817
6.77,0.0048
6.87,0.1071
6.97,0.5561
7.07,0.9701
7.17,0.7146
7.27,0.5167
7.37,0.1279
7.47,0.022
7.58,0.408
7.68,1.0424
7.78,1.0203
7.88,0.6598
7.98,0.1395
8.08,0.0
8.18,0.4737
8.28,0.7407
8.38,0.8465
8.48,0.6432
8.59,0.2794
8.69,0.0
8.79,0.1818
8.89,0.6229
8.99,0.9944
9.09,0.7984
9.19,0.3079
9.29,0.0
9.39,0.2016
9.49,0.919
9.6,0.9333
9.7,0.9573
9.8,0.5534
9.9,0.0
10.0,0.0
