time,value
0.0,0.436
0.1,0.9578
0.2,0.9557
0.3,0.7794
0.4,0.2469
0.51,0.0
0.61,0.1466
0.71,0.5207
0.81,1.1265
0.91,1.0228
1.01,0.4848
1.11,0.0819
1.21,0.0
1.31,0.3357
1.41,0.7484
1.52,1.0406
1.62,0.8221
1.72,0.3182
1.82,0.0577
1.92,0.0
2.02,0.4167
2.12,0.9132
2.22,1.1068
2.32,0.6996
2.42,0.3551
2.53,0.0
2.63,0.1799
2.73,0.553
2.83,0.9662
2.93,0.8503
3.03,0.4768
3.13,0.0
3.23,0.0
3.33,0.186
3.43,0.5604
3.54,0.9355
3.64,0.9257
3.74,0.5366
3.84,0.1116
3.94,0.0
4.04,0.2493
4.14,0.8637
4.24,1.0082
4.34,0.7679
4.44,0.481
4.55,0.011
4.65,0.1593
4.75,0.5688
4.85,0.8722
4.95,0.9739
5.05,0.6989
5.15,0.3728
5.25,0.0
5.35,0.3064
5.45,0.6787
5.56,1.0564
5.66,0.9722
5.76,0.5262
5.86,0.4156
5.96,0.1991
6.06,0.7595
6.16,0.5864
6.26,0.898
6.36,0.713
6.46,0.4805
6.57,0.2098
6.67,0.0
6.77,0.1787
6.87,0.8089
6.97,0.961
7.07,0.6138
7.17,0.2829
7.27,0.0682
7.37,0.129
7.47,0.4317
7.58,0.89
7.68,0.9772
7.78,0.634
7.88,0.1817
7.98,0.0862
8.08,0.3522
8.18,0.6483
8.28,1.0348
8.38,0.8464
8.48,0.6179
8.59,0.0541
8.69,0.1292
8.79,0.2217
8.89,0.8101
8.99,1.0059
9.09,0.7948
9.19,0.3737
9.29,0.0323
9.39,0.1894
9.49,0.4431
9.6,0.9785
9.7,1.0172
9.8,0.7877
9.9,0.2697
10.0,0.0877
