time,value
0.0,0.5186
0.1,0.7852
0.2,0.967
0.3,1.0109
0.4,0.881
0.51,0.6582
0.61,0.3059
0.71,0.0985
0.81,0.0082
0.91,0.0256
1.01,0.2336
1.11,0.5193
1.21,0.7632
1.31,0.9404
1.41,1.0129
1.52,0.9258
1.62,0.6779
1.72,0.4077
1.82,0.1522
1.92,0.041
2.02,0.0036
2.12,0.1506
2.22,0.4338
2.32,0.7141
2.42,0.9645
2.53,0.9552
2.63,0.8937
2.73,0.6834
2.83,0.4279
2.93,0.2024
3.03,0.0223
3.13,0.0
3.23,0.0911
3.33,0.393
3.43,0.7068
3.54,0.888
3.64,1.0075
3.74,0.9055
3.84,0.7178
3.94,0.5592
4.04,0.196
4.14,0.0186
4.24,0.0
4.34,0.1373
4.44,0.3742
4.55,0.7202
4.65,0.8586
4.75,1.0158
4.85,0.9223
4.95,0.7935
5.05,0.4301
5.15,0.2034
5.25,0.0118
5.35,0.0101
5.45,0.0702
5.56,0.3583
5.66,0.5853
5.76,0.8995
5.86,1.0004
5.96,0.9847
6.06,0.756
6.16,0.5876
6.26,0.2207
6.36,0.0431
6.46,0.0216
6.57,0.1058
6.67,0.3361
6.77,0.579
6.87,0.8776
6.97,1.0321
7.07,0.9595
7.17,0.7723
7.27,0.5839
7.37,0.3024
7.47,0.0932
7.58,0.0353
7.68,0.0478
7.78,0.2873
7.88,0.518
7.98,0.8292
8.08,0.9748
8.18,1.0263
8.28,0.8473
8.38,0.5642
8.48,0.2924
8.59,0.0801
8.69,0.028
8.79,0.0448
8.89,0.2334
8.99,0.5094
9.09,0.7295
9.19,0.9184
9.29,0.979
9.39,0.8789
9.49,0.6367
9.6,0.2798
9.7,0.1224
9.8,0.0
9.9,0.0289
10.0,0.2596
