time,value
0.0,0.5107
0.1,0.7745
0.2,0.9255
0.3,0.9689
0.4,0.8778
0.51,0.6735
0.61,0.4279
0.71,0.1455
0.81,0.0495
0.91,0.0403
1.01,0.0704
1.11,0.4273
1.21,0.6534
1.31,0.8405
1.41,1.0481
1.52,1.0234
1.62,0.8061
1.72,0.5429
1.82,0.2944
1.92,0.0556
2.02,0.0
2.12,0.0242
2.22,0.3897
2.32,0.5404
2.42,0.7638
2.53,0.959
2.63,1.0227
2.73,0.8456
2.83,0.7376
2.93,0.3627
3.03,0.1058
3.13,0.0543
3.23,0.0063
3.33,0.1398
3.43,0.4072
3.54,0.7337
3.64,0.9263
3.74,0.9862
3.84,1.0028
3.94,0.7269
4.04,0.5109
4.14,0.2746
4.24,0.0073
4.34,0.0
4.44,0.0643
4.55,0.2865
4.65,0.5762
4.75,0.7755
4.85,0.9896
4.95,1.0372
5.05,0.8976
5.15,0.6543
5.25,0.3546
5.35,0.1233
5.45,0.0301
5.56,0.0589
5.66,0.1745
5.76,0.4723
5.86,0.6479
5.96,0.9588
6.06,1.0291
6.16,0.9815
6.26,0.7635
6.36,0.4896
6.46,0.1994
6.57,0.0266
6.67,0.0
6.77,0.1223
6.87,0.2721
6.97,0.6224
7.07,0.8319
7.17,0.9829
7.27,0.9858
7.37,0.8035
7.47,0.6204
7.58,0.3329
7.68,0.17
7.78,0.018
7.88,0.0
7.98,0.1599
8.08,0.4833
8.18,0.7069
8.28,0.9436
8.38,0.9624
8.48,0.9205
8.59,0.6722
8.69,0.5
8.79,0.2332
8.89,0.0592
8.99,0.0
9.09,0.1039
9.19,0.3152
9.29,0.6015
9.39,0.8366
9.49,0.956
9.6,1.013
9.7,0.8065
9.8,0.5683
9.9,0.3228
10.0,0.0958
