time,value
0.0,0.5129
0.1,0.7639
0.2,0.9328
0.3,1.0324
0.4,0.9415
0.51,0.7701
0.61,0.5513
0.71,0.2424
0.81,0.0647
0.91,0.0094
1.01,0.0983
1.11,0.1731
1.21,0.4294
1.31,0.7177
1.41,0.8823
1.52,0.997
1.62,0.9713
1.72,0.8524
1.82,0.5968
1.92,0.3978
2.02,0.12
2.12,0.0
2.22,0.0
2.32,0.1819
2.42,0.3494
2.53,0.6024
2.63,0.8596
2.73,1.0057
2.83,1.0218
2.93,0.8547
3.03,0.6624
3.13,0.4185
3.23,0.1591
3.33,0.0093
3.43,0.0467
3.54,0.091
3.64,0.3158
3.74,0.5971
3.84,0.7478
3.94,1.0086
4.04,1.0324
4.14,0.9236
4.24,0.6853
4.34,0.5056
4.44,0.2265
4.55,0.0455
4.65,0.0243
4.75,0.0435
4.85,0.2643
4.95,0.4363
5.05,0.7675
5.15,0.8581
5.25,1.0473
5.35,0.9927
5.45,0.7666
5.56,0.5795
5.66,0.2965
5.76,0.0922
5.86,0.0
5.96,0.0872
6.06,0.1684
6.16,0.3978
6.26,0.6795
6.36,0.8501
6.46,0.9746
6.57,0.9869
6.67,0.8332
6.77,0.5717
6.87,0.311
6.97,0.1305
7.07,0.0
7.17,0.0337
7.27,0.0799
7.37,0.3309
7.47,0.6169
7.58,0.8358
7.68,0.9979
7.78,1.0543
7.88,0.892
7.98,0.6436
8.08,0.4213
8.18,0.1634
8.28,0.0609
8.38,0.0
8.48,0.1238
8.59,0.3234
8.69,0.5894
8.79,0.7734
8.89,0.952
8.99,1.0253
9.09,0.9017
9.19,0.7649
9.29,0.5263
9.39,0.2409
9.49,0.0273
9.6,0.0
9.7,0.0604
9.8,0.2483
9.9,0.4723
10.0,0.7223
