time,value
0.0,0.4922
0.1,0.8039
0.2,1.0009
0.3,1.0071
0.4,0.7878
0.51,0.4795
0.61,0.2265
0.71,0.039
0.81,0.0559
0.91,0.1536
1.01,0.4712
1.11,0.7454
1.21,0.9253
1.31,1.0264
1.41,0.7736
1.52,0.4895
1.62,0.2584
1.72,0.0335
1.82,0.0307
1.92,0.1885
2.02,0.5708
2.12,0.7858
2.22,0.9622
2.32,0.9648
2.42,0.8608
2.53,0.4958
2.63,0.257
2.73,0.0302
2.83,0.0417
2.93,0.1939
3.03,0.4681
3.13,0.8393
3.23,0.9865
3.33,0.9476
3.43,0.7836
3.54,0.5877
3.64,0.2194
3.74,0.0132
3.84,0.0351
3.94,0.19
4.04,0.4862
4.14,0.7609
4.24,0.958
4.34,0.9824
4.44,0.8529
4.55,0.5253
4.65,0.2126
4.75,0.0
4.85,0.0188
4.95,0.1703
5.05,0.4825
5.15,0.7786
5.25,0.9481
5.35,1.0117
5.45,0.8179
5.56,0.5408
5.66,0.2633
5.76,0.0119
5.86,0.0238
5.96,0.1941
6.06,0.4473
6.16,0.8008
6.26,0.9512
6.36,1.0264
6.46,0.826
6.57,0.5597
6.67,0.2468
6.77,0.0
6.87,0.0384
6.97,0.1601
7.07,0.4406
7.17,0.7534
7.27,1.0129
7.37,0.9776
7.47,0.7885
7.58,0.5268
7.68,0.2438
7.78,0.0667
7.88,0.0
7.98,0.1449
8.08,0.4513
8.18,0.7498
8.28,0.9339
8.38,0.9816
8.48,0.8724
8.59,0.5536
8.69,0.2896
8.79,0.0621
8.89,0.0269
8.99,0.1884
9.09,0.4477
9.19,0.763
9.29,1.0064
9.39,0.9352
9.49,0.8649
9.6,0.5406
9.7,0.3066
9.8,0.0758
9.9,0.0
10.0,0.1762
