time,value
0.0,0.5248
0.1,0.763
0.2,0.9736
0.3,0.9495
0.4,0.8161
0.51,0.5329
0.61,0.1923
0.71,0.0594
0.81,0.0
0.91,0.1701
1.01,0.4595
1.11,0.7375
1.21,0.9646
1.31,0.9703
1.41,0.8594
1.52,0.6288
1.62,0.3048
1.72,0.0875
1.82,0.0602
1.92,0.1044
2.02,0.3924
2.12,0.6694
2.22,0.9456
2.32,1.0315
2.42,0.9094
2.53,0.6357
2.63,0.3732
2.73,0.108
2.83,0.0
2.93,0.023
3.03,0.3185
3.13,0.5905
3.23,0.8723
3.33,0.9963
3.43,0.9082
3.54,0.6972
3.64,0.4615
3.74,0.1239
3.84,0.0219
3.94,0.046
4.04,0.3115
4.14,0.5385
4.24,0.8282
4.34,1.0082
4.44,0.9616
4.55,0.7509
4.65,0.4934
4.75,0.1778
4.85,0.0036
4.95,0.0019
5.05,0.1859
5.15,0.5021
5.25,0.7992
5.35,0.9047
5.45,0.9687
5.56,0.79
5.66,0.4884
5.76,0.2324
5.86,0.0448
5.96,0.0
6.06,0.1579
6.16,0.4244
6.26,0.7194
6.36,0.9127
6.46,0.9808
6.57,0.8521
6.67,0.5965
6.77,0.3083
6.87,0.1424
6.97,0.0
7.07,0.0879
7.17,0.4105
7.27,0.673
7.37,0.8819
7.47,1.0275
7.58,0.9016
7.68,0.7044
7.78,0.3505
7.88,0.0957
7.98,0.0
8.08,0.1018
8.18,0.2915
8.28,0.5895
8.38,0.8944
8.48,0.9523
8.59,0.9255
8.69,0.7331
8.79,0.3861
8.89,0.1716
8.99,0.0563
9.09,0.0753
9.19,0.2783
9.29,0.5832
9.39,0.8766
9.49,0.9625
9.6,0.9853
9.7,0.7725
9.8,0.4999
9.9,0.2044
10.0,0.0281
