time,value
0.0,0.475
0.1,0.7083
0.2,0.9683
0.3,0.9864
0.4,0.9853
0.51,0.7901
0.61,0.5486
0.71,0.3497
0.81,0.0947
0.91,0.0094
1.01,0.0
1.11,0.2267
1.21,0.4229
1.31,0.674
1.41,0.8865
1.52,0.967
1.62,0.9781
1.72,0.8137
1.82,0.6259
1.92,0.3509
2.02,0.1422
2.12,0.0702
2.22,0.0293
2.32,0.1427
2.42,0.3336
2.53,0.581
2.63,0.8021
2.73,0.9459
2.83,0.9467
2.93,0.9351
3.03,0.7444
3.13,0.5308
3.23,0.2783
3.33,0.0694
3.43,0.0577
3.54,0.1108
3.64,0.1731
3.74,0.4498
3.84,0.6843
3.94,0.8839
4.04,1.0166
4.14,0.9154
4.24,0.7932
4.34,0.5812
4.44,0.3101
4.55,0.1248
4.65,0.0
4.75,0.0177
4.85,0.1318
4.95,0.3542
5.05,0.5936
5.15,0.8663
5.25,0.9722
5.35,1.0151
5.45,0.9035
5.56,0.6626
5.66,0.4148
5.76,0.1829
5.86,0.0692
5.96,0.0
6.06,0.1003
6.16,0.3266
6.26,0.5704
6.36,0.7727
6.46,0.9698
6.57,0.9851
6.67,0.9997
6.77,0.7769
6.87,0.5385
6.97,0.3238
7.07,0.1045
7.17,0.0
7.27,0.036
7.37,0.1668
7.47,0.4563
7.58,0.6793
7.68,0.9266
7.78,1.0034
7.88,0.9965
7.98,0.8553
8.08,0.5889
8.18,0.3459
8.28,0.1522
8.38,0.0
8.48,0.035
8.59,0.1259
8.69,0.3646
8.79,0.5865
8.89,0.883
8.99,0.9791
9.09,0.9574
9.19,0.9004
9.29,0.6312
9.39,0.4371
9.49,0.1472
9.6,0.1465
9.7,0.0
9.8,0.0975
9.9,0.2547
10.0,0.4944
