time,value
0.0,0.546
0.1,0.7185
0.2,0.9032
0.3,1.0098
0.4,0.9239
0.51,0.6959
0.61,0.527
0.71,0.2607
0.81,0.0827
0.91,0.0
1.01,0.0828
1.11,0.2205
1.21,0.5234
1.31,0.7214
1.41,0.8633
1.52,1.0468
1.62,0.9824
1.72,0.7251
1.82,0.4883
1.92,0.243
2.02,0.057
2.12,0.0
2.22,0.0105
2.32,0.1975
2.42,0.4937
2.53,0.7384
2.63,0.9126
2.73,0.9624
2.83,0.9566
2.93,0.7916
3.03,0.527
3.13,0.2681
3.23,0.1108
3.33,0.0
3.43,0.1075
3.54,0.2888
3.64,0.4617
3.74,0.7049
3.84,0.885
3.94,1.0056
4.04,0.9326
4.14,0.7724
4.24,0.5075
4.34,0.253
4.44,0.0
4.55,0.0
4.65,0.044
4.75,0.2371
4.85,0.4753
4.95,0.7345
5.05,0.8957
5.15,0.9544
5.25,0.9489
5.35,0.8214
5.45,0.5601
5.56,0.3159
5.66,0.1068
5.76,0.002
5.86,0.022
5.96,0.2266
6.06,0.4201
6.16,0.7106
6.26,0.9259
6.36,0.9922
6.46,0.9361
6.57,0.7475
6.67,0.5323
6.77,0.2551
6.87,0.0545
6.97,0.0084
7.07,0.0692
7.17,0.2032
7.27,0.4538
7.37,0.7119
7.47,0.8906
7.58,0.9913
7.68,0.9236
7.78,0.7368
7.88,0.6069
7.98,0.3328
8.08,0.0821
8.18,0.0
8.28,0.0629
8.38,0.205
8.48,0.4331
8.59,0.7214
8.69,0.9336
8.79,0.9759
8.89,0.9709
8.99,0.8031
9.09,0.5518
9.19,0.3288
9.29,0.1199
9.39,0.0031
9.49,0.0447
9.6,0.2167
9.7,0.4204
9.8,0.7363
9.9,0.8674
10.0,0.9795
