time,value
0.0,0.4768
0.1,0.8196
0.2,0.9672
0.3,1.0245
0.4,0.8193
0.51,0.5771
0.61,0.2366
0.71,0.0475
0.81,0.0
0.91,0.1579
1.01,0.3845
1.11,0.7143
1.21,0.9328
1.31,1.0344
1.41,0.9061
1.52,0.6577
1.62,0.3423
1.72,0.0632
1.82,0.0383
1.92,0.066
2.02,0.3271
2.12,0.639
2.22,0.9141
2.32,1.0089
2.42,0.9755
2.53,0.7496
2.63,0.4635
2.73,0.1493
2.83,0.0
2.93,0.0
3.03,0.1685
3.13,0.5401
3.23,0.8109
3.33,0.9763
3.43,0.9519
3.54,0.7516
3.64,0.5292
3.74,0.294
3.84,0.1232
3.94,0.0199
4.04,0.1659
4.14,0.4307
4.24,0.7389
4.34,0.9064
4.44,1.004
4.55,0.8522
4.65,0.6135
4.75,0.279
4.85,0.0339
4.95,0.0
5.05,0.0489
5.15,0.3736
5.25,0.607
5.35,0.8757
5.45,1.041
5.56,0.9421
5.66,0.769
5.76,0.4356
5.86,0.1215
5.96,0.0157
6.06,0.0
6.16,0.2545
6.26,0.5321
6.36,0.8218
6.46,0.8916
6.57,0.9172
6.67,0.7903
6.77,0.5189
6.87,0.158
6.97,0.0039
7.07,0.0638
7.17,0.178
7.27,0.4781
7.37,0.7458
7.47,0.9762
7.58,0.9615
7.68,0.8707
7.78,0.5765
7.88,0.3427
7.98,0.036
8.08,0.0
8.18,0.1549
8.28,0.3377
8.38,0.6313
8.48,0.9647
8.59,0.9734
8.69,0.8598
8.79,0.7123
8.89,0.373
8.99,0.0727
9.09,0.0
9.19,0.1129
9.29,0.2732
9.39,0.5998
9.49,0.85
9.6,0.9973
9.7,0.9115
9.8,0.7559
9.9,0.5343
10.0,0.2123
