time,value
0.0,0.4269
0.1,0.842
0.2,0.9472
0.3,0.6781
0.4,0.1907
0.51,0.0
0.61,0.2082
0.71,0.4665
0.81,1.0439
0.91,0.9737
1.01,0.5991
1.11,0.1177
1.21,0.0
1.31,0.0064
1.41,0.6607
1.52,1.0036
1.62,0.7876
1.72,0.5598
1.82,0.0287
1.92,0.0636
2.02,0.2563
2.12,0.8083
2.22,1.1039
2.32,0.8869
2.42,0.3692
2.53,0.0514
2.63,0.0652
2.73,0.424
2.83,0.6909
2.93,0.8555
3.03,0.9527
3.13,0.1845
3.23,0.0253
3.33,0.0763
3.43,0.3242
3.54,0.8623
3.64,0.7968
3.74,0.8596
3.84,0.2493
3.94,0.0409
4.04,0.0001
4.14,0.5129
4.24,1.1165
4.34,0.8334
4.44,1.1592
4.55,0.2735
4.65,0.0862
4.75,0.2829
4.85,0.4868
4.95,0.9749
5.05,0.9272
5.15,0.6856
5.25,0.3816
5.35,0.0
5.45,0.3167
5.56,0.8705
5.66,0.9819
5.76,0.8837
5.86,0.5439
5.96,0.0656
6.06,0.1217
6.16,0.4036
6.26,0.7056
6.36,1.0433
6.46,0.8924
6.57,0.5065
6.67,0.0796
6.77,0.0834
6.87,0.523
6.97,0.9354
7.07,0.9295
7.17,0.787
7.27,0.3114
7.37,0.0463
7.47,0.174
7.58,0.4652
7.68,1.0581
7.78,0.9747
7.88,0.6812
7.98,0.2957
8.08,0.0
8.18,0.1271
8.28,0.5246
8.38,0.8146
8.48,0.9865
8.59,1.0041
8.69,0.021
8.79,0.0
8.89,0.0786
8.99,0.7557
9.09,0.9228
9.19,0.861
9.29,0.3744
9.39,0.1741
9.49,0.1136
9.6,0.2879
9.7,0.7209
9.8,1.1855
9.9,0.7739
10.0,0.4862
