time,value
0.0,0.5151
0.1,0.847
0.2,0.9294
0.3,1.0006
0.4,0.9124
0.51,0.6327
0.61,0.371
0.71,0.1135
0.81,0.0076
0.91,0.0926
1.01,0.253
1.11,0.4554
1.21,0.7332
1.31,0.9184
1.41,1.0093
1.52,0.9152
1.62,0.6354
1.72,0.3676
1.82,0.119
1.92,0.0054
2.02,0.0617
2.12,0.1807
2.22,0.5143
2.32,0.7371
2.42,0.9406
2.53,0.9642
2.63,0.9575
2.73,0.6857
2.83,0.4123
2.93,0.1385
3.03,0.0
3.13,0.0
3.23,0.1439
3.33,0.4506
3.43,0.7626
3.54,0.9682
3.64,0.9779
3.74,0.9174
3.84,0.634
3.94,0.3912
4.04,0.1546
4.14,0.0644
4.24,0.0156
4.34,0.2379
4.44,0.4483
4.55,0.691
4.65,0.9323
4.75,0.9615
4.85,0.9102
4.95,0.6661
5.05,0.3993
5.15,0.2036
5.25,0.0081
5.35,0.0486
5.45,0.1925
5.56,0.4543
5.66,0.7381
5.76,0.9794
5.86,0.9928
5.96,0.9057
6.06,0.7325
6.16,0.3885
6.26,0.1081
6.36,0.0184
6.46,0.0173
6.57,0.1475
6.67,0.4432
6.77,0.6833
6.87,0.8917
6.97,0.9954
7.07,0.8893
7.17,0.7446
7.27,0.4641
7.37,0.142
7.47,0.0
7.58,0.0007
7.68,0.1451
7.78,0.4556
7.88,0.7363
7.98,0.9391
8.08,1.0082
8.18,0.8801
8.28,0.6877
8.38,0.4508
8.48,0.1429
8.59,0.0502
8.69,0.0
8.79,0.212
8.89,0.4576
8.99,0.7525
9.09,0.8899
9.19,1.0224
9.29,0.916
9.39,0.7099
9.49,0.461
9.6,0.2373
9.7,0.0499
9.8,0.0137
9.9,0.1651
10.0,0.444
